GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,BUF,NYJ
2023111909,2023-11-19,2,11,26,NYJ,BUF,1,10,25,0,0,(11:26) 2-Z.WILSON PASS INCOMPLETE SHORT RIGHT. THROWN AWAY.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,11,1114,0,0
2023111909,2023-11-19,2,11,26,BUF,NYJ,0,0,100,1,0,TIMEOUT AT 11:26.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1114,0,0
2023111909,2023-11-19,2,11,21,NYJ,BUF,2,10,25,0,0,"(11:21) 20-BRE.HALL UP THE MIDDLE TO NYJ 25 FOR NO GAIN (25-T.DODSON, 42-D.WILLIAMS).",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,11,1119,0,0
2023111909,2023-11-19,2,10,41,NYJ,BUF,3,10,25,0,0,(10:41) (SHOTGUN) 2-Z.WILSON SACKED AT NYJ 18 FOR -7 YARDS (56-L.FLOYD).,0,2023,-7,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,11,1159,0,0
2023111909,2023-11-19,2,10,5,NYJ,BUF,4,17,18,0,0,"(10:05) 5-T.MORSTEAD PUNTS 56 YARDS TO BUF 26, CENTER-42-T.HENNESSY. 11-D.HARTY RAN OB AT BUF 34 FOR 8 YARDS (42-T.HENNESSY).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,18,OWN,0,,0,,0,11,1195,0,0
2023111909,2023-11-19,2,9,55,BUF,NYJ,0,0,100,1,0,TIMEOUT AT 09:55.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,11,1205,0,0
2023111909,2023-11-19,2,9,55,BUF,NYJ,1,10,34,0,0,(9:55) 4-J.COOK LEFT TACKLE TO BUF 37 FOR 3 YARDS (4-D.REED).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,34,OWN,0,,0,,0,11,1205,0,0
2023111909,2023-11-19,2,9,25,BUF,NYJ,2,7,37,1,0,"(9:25) (NO HUDDLE, SHOTGUN) 4-J.COOK LEFT GUARD TO BUF 48 FOR 11 YARDS (0-A.AMOS; 56-QU.WILLIAMS).",0,2023,11,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,37,OWN,0,,0,,0,11,1235,0,0
2023111909,2023-11-19,2,8,53,BUF,NYJ,1,10,48,0,0,"(8:53) (NO HUDDLE, SHOTGUN) 4-J.COOK LEFT GUARD TO NYJ 48 FOR 4 YARDS (72-M.CLEMONS).",0,2023,4,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,48,OWN,0,,0,,0,11,1267,0,0
2023111909,2023-11-19,2,8,16,BUF,NYJ,2,6,52,0,0,(8:16) (SHOTGUN) 17-J.ALLEN SCRAMBLES LEFT END TO NYJ 44 FOR 4 YARDS (3-J.WHITEHEAD).,0,2023,4,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,11,1304,0,0
2023111909,2023-11-19,2,7,36,BUF,NYJ,3,2,56,1,0,(7:36) (SHOTGUN) 28-L.MURRAY RIGHT GUARD TO NYJ 41 FOR 3 YARDS (3-J.WHITEHEAD; 95-Q.WILLIAMS).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,44,OPP,0,,0,,0,11,1344,0,0
2023111909,2023-11-19,2,7,2,BUF,NYJ,1,10,59,0,0,(7:02) (SHOTGUN) 28-L.MURRAY RIGHT GUARD TO NYJ 38 FOR 3 YARDS (56-QU.WILLIAMS).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,41,OPP,0,,0,,0,11,1378,0,0
