GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,GB,LAC
2023111903,2023-11-19,2,8,12,GB,LAC,3,15,72,0,0,"(8:12) (SHOTGUN) 10-J.LOVE FUMBLES (ABORTED) AT LAC 35, AND RECOVERS AT LAC 35. 10-J.LOVE TO LAC 34 FOR 1 YARD (6-E.KENDRICKS).",0,2023,0,SHOTGUN,FUMBLES,0,0,0,0,,0,0,0,,0,1,0,0,0,,28,OPP,0,,0,,0,1308,0,0
2023111903,2023-11-19,2,8,12,GB,LAC,3,10,77,0,0,"(8:12) (SHOTGUN) PENALTY ON GB-73-Y.NIJMAN, FALSE START, 5 YARDS, ENFORCED AT LAC 23 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,23,OPP,1,GB,1,FALSE START,5,1308,0,0
2023111903,2023-11-19,2,7,21,GB,LAC,4,21,66,0,0,"(7:21) 17-A.CARLSON 52 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-42-M.ORZECH, HOLDER-19-D.WHELAN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,1359,0,0
2023111903,2023-11-19,2,7,16,LAC,GB,1,10,42,0,0,"(7:16) (SHOTGUN) 30-A.EKELER LEFT TACKLE TO LAC 40 FOR -2 YARDS (59-D.CAMPBELL, 7-Q.WALKER).",0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,42,OWN,0,,0,,0,1364,0,0
2023111903,2023-11-19,2,7,16,GB,LAC,0,0,100,1,0,TIMEOUT AT 07:16.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1364,0,0
2023111903,2023-11-19,2,6,40,LAC,GB,2,12,40,0,0,(6:40) (SHOTGUN) 10-J.HERBERT SCRAMBLES UP THE MIDDLE TO LAC 47 FOR 7 YARDS (25-K.NIXON).,0,2023,7,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,1400,0,0
2023111903,2023-11-19,2,6,5,LAC,GB,3,5,47,0,0,"(6:05) (NO HUDDLE, SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT RIGHT TO 1-Q.JOHNSTON (37-C.VALENTINE). LAC-76-W.CLAPP WAS INJURED DURING THE PLAY.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,1435,0,0
2023111903,2023-11-19,2,6,1,LAC,GB,0,0,100,1,0,TIMEOUT AT 06:01.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1439,0,0
2023111903,2023-11-19,2,6,1,LAC,GB,4,5,47,0,0,"(6:01) 16-J.SCOTT PUNTS 41 YARDS TO GB 12, CENTER-47-J.HARRIS. 11-J.REED TO GB 19 FOR 7 YARDS (33-D.LEONARD).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,47,OWN,0,,0,,0,1439,0,0
2023111903,2023-11-19,2,5,51,GB,LAC,1,10,19,0,0,(5:51) 10-J.LOVE PASS SHORT LEFT TO 18-M.HEATH PUSHED OB AT GB 26 FOR 7 YARDS (43-M.DAVIS).,0,2023,7,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,19,OWN,0,,0,,0,1449,0,0
2023111903,2023-11-19,2,5,18,GB,LAC,2,3,26,1,0,(5:18) (SHOTGUN) 28-A.DILLON LEFT GUARD TO GB 31 FOR 5 YARDS (6-E.KENDRICKS).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,26,OWN,0,,0,,0,1482,0,0
2023111903,2023-11-19,2,4,38,GB,LAC,1,10,31,0,0,(4:38) (SHOTGUN) 10-J.LOVE PASS SHORT RIGHT TO 33-A.JONES TO GB 34 FOR 3 YARDS (6-E.KENDRICKS).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,31,OWN,0,,0,,0,1522,0,0
2023111903,2023-11-19,2,3,53,GB,LAC,2,7,34,0,0,(3:53) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT LEFT TO 13-D.WICKS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,1567,0,0
