GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,SEA,PHI
2023121801,2023-12-18,2,6,20,SEA,PHI,0,0,100,1,0,TIMEOUT AT 06:20.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,15,1420,0,0
2023121801,2023-12-18,2,6,20,SEA,PHI,0,0,65,1,0,"4-J.ELLIOTT KICKS 65 YARDS FROM PHI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,15,1420,0,0
2023121801,2023-12-18,2,6,20,SEA,PHI,1,10,25,0,0,"(6:20) 2-D.LOCK PASS INCOMPLETE DEEP LEFT TO 14-D.METCALF. PENALTY ON PHI-28-J.JOBE, DEFENSIVE PASS INTERFERENCE, 20 YARDS, ENFORCED AT SEA 25 - NO PLAY.",0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,25,OWN,1,PHI,1,DEFENSIVE PASS INTERFERENCE,20,15,1420,0,0
2023121801,2023-12-18,2,6,15,SEA,PHI,1,10,45,0,0,(6:15) (SHOTGUN) 2-D.LOCK PASS SHORT RIGHT TO 11-J.SMITH-NJIGBA TO SEA 48 FOR 3 YARDS (21-S.BROWN).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,15,1425,0,0
2023121801,2023-12-18,2,5,51,SEA,PHI,2,7,48,0,0,"(5:51) (NO HUDDLE, SHOTGUN) 9-K.WALKER RIGHT GUARD TO PHI 46 FOR 6 YARDS (31-K.BYARD; 53-S.LEONARD).",0,2023,6,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,48,OWN,0,,0,,0,15,1449,0,0
2023121801,2023-12-18,2,5,12,SEA,PHI,3,1,54,1,0,(5:12) 9-K.WALKER RIGHT GUARD TO PHI 45 FOR 1 YARD (3-N.SMITH; 53-S.LEONARD).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,46,OPP,0,,0,,0,15,1488,0,0
2023121801,2023-12-18,2,4,26,SEA,PHI,1,10,55,0,0,(4:26) 2-D.LOCK PASS SHORT MIDDLE TO 89-W.DISSLY TO PHI 40 FOR 5 YARDS (21-S.BROWN).,0,2023,5,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,15,1534,0,0
2023121801,2023-12-18,2,3,47,SEA,PHI,2,5,60,1,0,(3:47) 9-K.WALKER RIGHT GUARD TO PHI 27 FOR 13 YARDS (31-K.BYARD).,0,2023,13,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,40,OPP,0,,0,,0,15,1573,0,0
2023121801,2023-12-18,2,3,6,SEA,PHI,1,10,73,0,0,(3:06) 9-K.WALKER LEFT END PUSHED OB AT PHI 27 FOR NO GAIN (22-K.RINGO).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,27,OPP,0,,0,,0,15,1614,0,0
2023121801,2023-12-18,2,2,21,SEA,PHI,2,10,73,0,0,(2:21) (SHOTGUN) 2-D.LOCK PASS INCOMPLETE SHORT LEFT TO 26-Z.CHARBONNET.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,15,1659,0,0
2023121801,2023-12-18,2,2,17,SEA,PHI,3,10,73,1,0,(2:17) (SHOTGUN) 2-D.LOCK PASS SHORT MIDDLE TO 11-J.SMITH-NJIGBA TO PHI 14 FOR 13 YARDS (32-R.BLANKENSHIP).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,27,OPP,0,,0,,0,15,1663,0,0
2023121801,2023-12-18,2,2,0,SEA,PHI,0,0,100,1,0,TWO-MINUTE WARNING,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,15,1680,0,0
