GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,CAR,SEA
2023092409,2023-09-24,2,12,7,CAR,SEA,0,0,65,1,0,"5-J.MYERS KICKS 65 YARDS FROM SEA 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,3,1073,0,0
2023092409,2023-09-24,2,12,7,CAR,SEA,1,10,25,0,0,(12:07) 6-M.SANDERS RIGHT GUARD PUSHED OB AT CAR 26 FOR 1 YARD (21-D.WITHERSPOON).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,25,OWN,0,,0,,0,3,1073,0,0
2023092409,2023-09-24,2,11,31,CAR,SEA,2,9,26,0,0,"(11:31) 6-M.SANDERS LEFT GUARD TO CAR 29 FOR 3 YARDS (58-D.HALL, 56-J.BROOKS). SEA-22-T.BROWN WAS INJURED DURING THE PLAY. HE IS OUT.",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,26,OWN,0,,0,,0,3,1109,0,0
2023092409,2023-09-24,2,11,20,CAR,SEA,0,0,100,1,0,TIMEOUT AT 11:20.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,3,1120,0,0
2023092409,2023-09-24,2,11,0,CAR,SEA,3,6,29,0,0,(11:00) (SHOTGUN) 14-A.DALTON PASS INCOMPLETE DEEP RIGHT TO 15-J.MINGO (90-JA.REED).,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,3,1140,0,0
2023092409,2023-09-24,2,10,56,CAR,SEA,4,6,29,0,0,"(10:56) 10-J.HEKKER PUNTS 45 YARDS TO SEA 26, CENTER-44-J.JANSEN. 31-D.DALLAS TO SEA 39 FOR 13 YARDS (44-J.JANSEN).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,3,1144,0,0
2023092409,2023-09-24,2,10,45,SEA,CAR,1,10,39,0,0,(10:45) (SHOTGUN) 9-K.WALKER RIGHT END TO SEA 48 FOR 9 YARDS (24-V.BELL).,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,39,OWN,0,,0,,0,3,1155,0,0
2023092409,2023-09-24,2,10,20,SEA,CAR,2,1,48,1,0,"(10:20) (NO HUDDLE, SHOTGUN) 9-K.WALKER RIGHT GUARD TO CAR 16 FOR 36 YARDS (21-J.CHINN).",0,2023,36,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,48,OWN,0,,0,,0,3,1180,0,0
2023092409,2023-09-24,2,9,35,SEA,CAR,1,10,84,0,0,(9:35) 26-Z.CHARBONNET RIGHT GUARD TO CAR 15 FOR 1 YARD (95-DER.BROWN).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,16,OPP,0,,0,,0,3,1225,0,0
2023092409,2023-09-24,2,8,58,SEA,CAR,2,9,85,0,0,(8:58) (SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT LEFT TO 16-T.LOCKETT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,3,1262,0,0
2023092409,2023-09-24,2,8,52,SEA,CAR,3,9,85,0,0,(8:52) (SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT LEFT TO 11-J.SMITH-NJIGBA (42-S.FRANKLIN).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,3,1268,0,0
2023092409,2023-09-24,2,8,48,SEA,CAR,4,9,85,0,0,"(8:48) 5-J.MYERS 33 YARD FIELD GOAL IS GOOD, CENTER-41-C.STOLL, HOLDER-4-M.DICKSON.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,3,1272,0,0
