GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,WAS,NE
2023110506,2023-11-05,2,9,26,WAS,NE,0,0,65,1,0,37-C.RYLAND KICKS 66 YARDS FROM NE 35 TO WAS -1. 24-A.GIBSON TO WAS 17 FOR 18 YARDS (45-C.BOARD).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,9,1234,0,0
2023110506,2023-11-05,2,9,26,NE,WAS,0,0,100,1,0,TIMEOUT AT 09:26.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,9,1234,0,0
2023110506,2023-11-05,2,9,22,WAS,NE,1,10,17,0,0,(9:22) 8-B.ROBINSON UP THE MIDDLE TO WAS 20 FOR 3 YARDS (8-J.BENTLEY).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,17,OWN,0,,0,,0,9,1238,0,0
2023110506,2023-11-05,2,8,45,WAS,NE,2,7,20,1,0,(8:45) 14-S.HOWELL PASS DEEP LEFT TO 1-J.DOTSON PUSHED OB AT WAS 44 FOR 24 YARDS (31-JO.JONES).,0,2023,24,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,9,1275,0,0
2023110506,2023-11-05,2,8,10,WAS,NE,1,10,44,0,0,(8:10) (SHOTGUN) 14-S.HOWELL PASS SHORT RIGHT TO 82-L.THOMAS TO WAS 47 FOR 3 YARDS (23-K.DUGGER).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,9,1310,0,0
2023110506,2023-11-05,2,7,32,WAS,NE,2,7,47,0,0,"(7:32) (SHOTGUN) 24-A.GIBSON LEFT GUARD TO WAS 49 FOR 2 YARDS (70-J.PHARMS, 91-D.WISE).",0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,47,OWN,0,,0,,0,9,1348,0,0
2023110506,2023-11-05,2,6,51,WAS,NE,3,5,49,0,0,(6:51) (SHOTGUN) 14-S.HOWELL PASS INCOMPLETE SHORT RIGHT TO 83-J.CROWDER.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,9,1389,0,0
2023110506,2023-11-05,2,6,48,WAS,NE,4,5,49,0,0,"(6:48) 5-T.WAY PUNTS 35 YARDS TO NE 16, CENTER-54-C.CHEESEMAN, FAIR CATCH BY 81-D.DOUGLAS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,49,OWN,0,,0,,0,9,1392,0,0
2023110506,2023-11-05,2,6,41,NE,WAS,0,0,100,1,0,TIMEOUT AT 06:41.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,9,1399,0,0
2023110506,2023-11-05,2,6,41,NE,WAS,1,10,16,1,0,(6:41) 10-M.JONES PASS SHORT LEFT TO 7-J.SMITH-SCHUSTER RAN OB AT NE 36 FOR 20 YARDS (25-B.ST-JUSTE).,0,2023,20,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,9,1399,0,0
