GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,CIN,BUF
2023110511,2023-11-05,2,9,7,BUF,CIN,1,10,12,0,0,(9:07) 17-J.ALLEN PASS INCOMPLETE DEEP MIDDLE TO 11-D.HARTY.,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,12,OWN,0,,0,,0,9,1253,0,0
2023110511,2023-11-05,2,9,7,CIN,BUF,0,0,100,1,0,TIMEOUT AT 09:07.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,9,1253,0,0
2023110511,2023-11-05,2,9,1,BUF,CIN,2,10,12,0,0,(9:01) (SHOTGUN) 17-J.ALLEN PASS DEEP LEFT INTENDED FOR 13-G.DAVIS INTERCEPTED BY 29-C.TAYLOR-BRITT AT BUF 32. 29-C.TAYLOR-BRITT TO BUF 32 FOR NO GAIN (13-G.DAVIS).,0,2023,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,1,0,0,0,0,,12,OWN,0,,0,,0,9,1259,0,0
2023110511,2023-11-05,2,8,54,CIN,BUF,1,10,68,0,0,(8:54) (SHOTGUN) 9-J.BURROW PASS SHORT LEFT TO 87-T.HUDSON TO BUF 23 FOR 9 YARDS (21-J.POYER).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,9,1266,0,0
2023110511,2023-11-05,2,8,17,CIN,BUF,2,1,77,0,0,(8:17) 61-C.FORD REPORTED IN AS ELIGIBLE.  9-J.BURROW UP THE MIDDLE TO BUF 23 FOR NO GAIN (93-L.JOSEPH).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,23,OPP,0,,0,,0,9,1303,0,0
2023110511,2023-11-05,2,8,17,CIN,BUF,0,0,100,1,0,TIMEOUT #1 BY BUF AT 08:17.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,9,1303,0,0
2023110511,2023-11-05,2,7,31,CIN,BUF,3,1,77,0,0,"(7:31) 61-C.FORD REPORTED IN AS ELIGIBLE.  PENALTY ON CIN, DELAY OF GAME, 4 YARDS, ENFORCED AT BUF 23 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,23,OPP,1,CIN,1,DELAY OF GAME,4,9,1349,0,0
2023110511,2023-11-05,2,7,10,CIN,BUF,3,5,73,0,0,"(7:10) (SHOTGUN) 9-J.BURROW SCRAMBLES LEFT END PUSHED OB AT BUF 19 FOR 8 YARDS (20-T.RAPP). BUF-43-T.BERNARD WAS INJURED DURING THE PLAY.  PENALTY ON CIN-65-A.CAPPA, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT BUF 27 - NO PLAY.",0,2023,8,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,27,OPP,1,CIN,1,OFFENSIVE HOLDING,10,9,1370,0,0
2023110511,2023-11-05,2,7,3,CIN,BUF,0,0,100,1,0,TIMEOUT AT 07:03.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,9,1377,0,0
2023110511,2023-11-05,2,6,44,CIN,BUF,3,15,63,0,0,"(6:44) (SHOTGUN) 9-J.BURROW PASS SHORT RIGHT TO 16-T.IRWIN TO BUF 29 FOR 8 YARDS (7-TA.JOHNSON, 23-M.HYDE). PENALTY ON BUF-56-L.FLOYD, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED AT BUF 37 - NO PLAY.",0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,37,OPP,1,BUF,1,DEFENSIVE OFFSIDE,5,9,1396,0,0
