GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,IND,TEN
2023100803,2023-10-08,2,9,46,IND,TEN,0,0,100,1,0,TIMEOUT AT 09:46.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,5,1214,0,0
2023100803,2023-10-08,2,9,36,IND,TEN,4,19,75,0,0,"(9:36) 7-M.GAY 43 YARD FIELD GOAL IS GOOD, CENTER-46-L.RHODES, HOLDER-8-R.SANCHEZ.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,25,OPP,0,,0,,0,5,1224,0,0
2023100803,2023-10-08,2,9,32,TEN,IND,0,0,65,1,0,"7-M.GAY KICKS 60 YARDS FROM IND 35 TO TEN 5. 32-T.SPEARS TO TEN 17 FOR 12 YARDS (20-N.CROSS, 43-T.DENBOW).",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,5,1228,0,0
2023100803,2023-10-08,2,9,27,TEN,IND,1,10,17,0,0,(9:27) 22-D.HENRY RIGHT END TO TEN 24 FOR 7 YARDS (32-J.BLACKMON).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,17,OWN,0,,0,,0,5,1233,0,0
2023100803,2023-10-08,2,8,47,TEN,IND,2,3,24,0,0,"(8:47) 17-R.TANNEHILL PASS INCOMPLETE DEEP LEFT TO 10-D.HOPKINS. PENALTY ON IND-29-J.BRENTS, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT TEN 24 - NO PLAY.",0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,1,0,0,,24,OWN,1,IND,1,ILLEGAL CONTACT,5,5,1273,0,0
2023100803,2023-10-08,2,8,42,TEN,IND,1,10,29,1,0,(8:42) (SHOTGUN) 17-R.TANNEHILL PASS SHORT LEFT TO 22-D.HENRY TO TEN 42 FOR 13 YARDS (29-J.BRENTS).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,29,OWN,0,,0,,0,5,1278,0,0
2023100803,2023-10-08,2,7,59,TEN,IND,1,10,42,0,0,(7:59) (SHOTGUN) 32-T.SPEARS RIGHT TACKLE TO TEN 44 FOR 2 YARDS (90-G.STEWART).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,42,OWN,0,,0,,0,5,1321,0,0
2023100803,2023-10-08,2,7,19,TEN,IND,2,8,44,0,0,(7:19) (SHOTGUN) 17-R.TANNEHILL PASS INCOMPLETE SHORT RIGHT TO 85-C.OKONKWO.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,5,1361,0,0
2023100803,2023-10-08,2,7,16,TEN,IND,3,8,44,1,0,(7:16) (SHOTGUN) 17-R.TANNEHILL PASS SHORT RIGHT TO 32-T.SPEARS TO IND 42 FOR 14 YARDS (44-Z.FRANKLIN).,0,2023,14,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,5,1364,0,0
2023100803,2023-10-08,2,6,27,TEN,IND,1,10,58,0,0,"(6:27) 22-D.HENRY UP THE MIDDLE TO IND 30 FOR 12 YARDS (25-R.THOMAS; 54-D.ODEYINGBO). PENALTY ON TEN-55-A.BREWER, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT IND 39.",0,2023,12,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,42,OPP,1,TEN,0,OFFENSIVE HOLDING,10,5,1413,0,0
2023100803,2023-10-08,2,6,4,TEN,IND,1,17,51,0,0,(6:04) (SHOTGUN) 17-R.TANNEHILL PASS SHORT RIGHT TO 85-C.OKONKWO PUSHED OB AT IND 43 FOR 6 YARDS (44-Z.FRANKLIN).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,49,OPP,0,,0,,0,5,1436,0,0
2023100803,2023-10-08,2,5,30,TEN,IND,2,11,57,0,0,(5:30) (SHOTGUN) 22-D.HENRY RIGHT GUARD TO IND 35 FOR 8 YARDS (40-J.JONES; 99-D.BUCKNER).,0,2023,8,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,43,OPP,0,,0,,0,5,1470,0,0
2023100803,2023-10-08,2,4,47,TEN,IND,3,3,65,0,0,(4:47) (SHOTGUN) 17-R.TANNEHILL PASS INCOMPLETE SHORT MIDDLE TO 32-T.SPEARS (45-E.SPEED).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,5,1513,0,0
2023100803,2023-10-08,2,4,44,TEN,IND,4,3,65,0,0,"(4:44) 6-N.FOLK 53 YARD FIELD GOAL IS GOOD, CENTER-46-M.COX, HOLDER-4-R.STONEHOUSE.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,5,1516,0,0
2023100803,2023-10-08,2,4,39,IND,TEN,0,0,65,1,0,"6-N.FOLK KICKS 62 YARDS FROM TEN 35 TO IND 3, FAIR CATCH BY 6-I.MCKENZIE.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,5,1521,0,0
2023100803,2023-10-08,2,4,39,IND,TEN,0,0,100,1,0,TIMEOUT AT 04:39.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,5,1521,0,0
2023100803,2023-10-08,2,4,39,IND,TEN,1,10,25,0,0,(4:39) (SHOTGUN) 5-A.RICHARDSON RIGHT END TO IND 29 FOR 4 YARDS (58-H.LANDRY). IND-5-A.RICHARDSON WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,25,OWN,0,,0,,0,5,1521,0,0
