GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CAR,DET
2023100802,2023-10-08,2,12,52,CAR,DET,3,1,99,1,0,"(12:52) (SHOTGUN) 9-B.YOUNG PASS SHORT MIDDLE TO 82-T.TREMBLE FOR 1 YARD, TOUCHDOWN.",0,2023,1,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,1,OPP,0,,0,,0,1028,0,0
2023100802,2023-10-08,2,12,48,DET,CAR,0,0,65,1,0,4-E.PINEIRO KICKS 68 YARDS FROM CAR 35 TO DET -3. 28-Z.KNIGHT TO DET 19 FOR 22 YARDS (32-D.BOOTLE).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1032,0,0
2023100802,2023-10-08,2,12,48,DET,CAR,0,0,100,1,0,TIMEOUT AT 12:48.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1032,0,0
2023100802,2023-10-08,2,12,48,CAR,DET,0,0,85,1,0,"4-E.PINEIRO EXTRA POINT IS GOOD, CENTER-44-J.JANSEN, HOLDER-10-J.HEKKER.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1032,0,0
2023100802,2023-10-08,2,12,43,DET,CAR,1,10,19,0,0,(12:43) 16-J.GOFF PASS SHORT MIDDLE TO 89-B.WRIGHT TO DET 24 FOR 5 YARDS (49-F.LUVU).,0,2023,5,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,19,OWN,0,,0,,0,1037,0,0
2023100802,2023-10-08,2,12,9,DET,CAR,2,5,24,1,0,(12:09) 5-D.MONTGOMERY UP THE MIDDLE TO DET 30 FOR 6 YARDS (0-B.BURNS; 24-V.BELL).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,24,OWN,0,,0,,0,1071,0,0
2023100802,2023-10-08,2,11,32,DET,CAR,1,10,30,0,0,(11:32) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT LEFT TO 8-J.REYNOLDS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,30,OWN,0,,0,,0,1108,0,0
2023100802,2023-10-08,2,11,28,DET,CAR,2,10,30,0,0,"(11:28) (SHOTGUN) 16-J.GOFF PASS DEEP RIGHT TO 8-J.REYNOLDS TO CAR 43 FOR 27 YARDS (42-S.FRANKLIN; 29-D.JAMISON). PENALTY ON CAR-95-DER.BROWN, DEFENSIVE OFFSIDE, DECLINED.",0,2023,27,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,30,OWN,0,CAR,0,DEFENSIVE OFFSIDE,0,1112,0,0
2023100802,2023-10-08,2,11,3,DET,CAR,1,10,57,0,0,(11:03) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT LEFT TO 9-J.WILLIAMS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,1137,0,0
2023100802,2023-10-08,2,10,58,DET,CAR,2,10,57,0,0,(10:58) (SHOTGUN) 16-J.GOFF PASS SHORT LEFT TO 0-M.JONES TO CAR 37 FOR 6 YARDS (49-F.LUVU; 13-T.HILL).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,1142,0,0
2023100802,2023-10-08,2,10,17,DET,CAR,3,4,63,0,0,(10:17) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE DEEP RIGHT TO 87-S.LAPORTA.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,1183,0,0
2023100802,2023-10-08,2,10,12,DET,CAR,4,4,63,0,0,(10:12) (SHOTGUN) 16-J.GOFF PASS INCOMPLETE SHORT RIGHT TO 5-D.MONTGOMERY.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,1188,0,0
2023100802,2023-10-08,2,10,7,CAR,DET,1,10,37,0,0,"(10:07) 6-M.SANDERS LEFT END TO CAR 38 FOR 1 YARD (54-A.MCNEILL). FUMBLES (54-A.MCNEILL), RECOVERED BY DET-25-W.HARRIS AT CAR 41. 25-W.HARRIS PUSHED OB AT CAR 38 FOR 3 YARDS (82-T.TREMBLE).",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,1,0,0,0,LEFT END,37,OWN,0,,0,,0,1193,0,0
