GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,GB,DET
2023112300,2023-11-23,2,9,54,GB,DET,1,10,36,0,0,"(9:54) PENALTY ON DET-90-Q.BOHANNA, ENCROACHMENT, 5 YARDS, ENFORCED AT GB 36 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,36,OWN,1,DET,1,ENCROACHMENT,5,12,1206,0,0
2023112300,2023-11-23,2,9,36,GB,DET,1,5,41,0,0,(9:36) 28-A.DILLON UP THE MIDDLE TO GB 43 FOR 2 YARDS (32-B.BRANCH; 34-A.ANZALONE).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,41,OWN,0,,0,,0,12,1224,0,0
2023112300,2023-11-23,2,8,54,GB,DET,2,3,43,1,0,(8:54) (SHOTGUN) 10-J.LOVE PASS SHORT LEFT TO 87-R.DOUBS TO 50 FOR 7 YARDS (23-J.JACOBS).,0,2023,7,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,12,1266,0,0
2023112300,2023-11-23,2,8,18,GB,DET,1,10,100,0,0,(8:18) (SHOTGUN) 27-P.TAYLOR UP THE MIDDLE TO DET 45 FOR 5 YARDS (21-T.WALKER).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,0,OPP,0,,0,,0,12,1302,0,0
2023112300,2023-11-23,2,7,40,GB,DET,2,5,55,1,0,(7:40) 10-J.LOVE PASS DEEP LEFT TO 87-R.DOUBS TO DET 29 FOR 16 YARDS (23-J.JACOBS).,0,2023,16,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,12,1340,0,0
2023112300,2023-11-23,2,6,53,GB,DET,1,10,71,0,0,(6:53) (SHOTGUN) 27-P.TAYLOR RIGHT END TO DET 24 FOR 5 YARDS (1-C.SUTTON; 32-B.BRANCH).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,29,OPP,0,,0,,0,12,1387,0,0
2023112300,2023-11-23,2,6,8,GB,DET,2,5,76,0,0,(6:08) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE SHORT LEFT TO 11-J.REED.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,12,1432,0,0
2023112300,2023-11-23,2,6,5,GB,DET,3,5,76,0,0,(6:05) (SHOTGUN) 10-J.LOVE PASS INCOMPLETE DEEP LEFT TO 9-C.WATSON [97-A.HUTCHINSON].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,12,1435,0,0
2023112300,2023-11-23,2,6,0,GB,DET,4,5,76,0,0,"(6:00) 17-A.CARLSON 43 YARD FIELD GOAL IS GOOD, CENTER-42-M.ORZECH, HOLDER-19-D.WHELAN.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,24,OPP,0,,0,,0,12,1440,0,0
2023112300,2023-11-23,2,5,56,DET,GB,0,0,100,1,0,TIMEOUT AT 05:56.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,12,1444,0,0
2023112300,2023-11-23,2,5,56,DET,GB,0,0,65,1,0,17-A.CARLSON KICKS 61 YARDS FROM GB 35 TO DET 4. 30-K.DORSEY TO DET 27 FOR 23 YARDS (45-ER.WILSON).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,12,1444,0,0
