GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CAR,TEN
2023112605,2023-11-26,4,14,7,TEN,CAR,4,4,45,0,0,"(14:07) 4-R.STONEHOUSE PUNTS 44 YARDS TO CAR 11, CENTER-46-M.COX, FAIR CATCH BY 11-I.SMITH-MARSETTE.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,2753,0,0
2023112605,2023-11-26,4,14,0,CAR,TEN,1,10,11,0,0,"(14:00) (SHOTGUN) 30-C.HUBBARD RIGHT GUARD TO CAR 12 FOR 1 YARD (2-A.AL-SHAAIR, 90-R.BLACKLOCK).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,11,OWN,0,,0,,0,2760,0,0
2023112605,2023-11-26,4,14,0,TEN,CAR,0,0,100,1,0,TIMEOUT AT 14:00.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2760,0,0
2023112605,2023-11-26,4,13,21,CAR,TEN,2,9,12,1,0,"(13:21) (NO HUDDLE, SHOTGUN) 6-M.SANDERS UP THE MIDDLE TO CAR 27 FOR 15 YARDS (37-A.HOOKER).",0,2023,15,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,12,OWN,0,,0,,0,2799,0,0
2023112605,2023-11-26,4,13,8,CAR,TEN,1,10,27,0,0,"(13:08) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT LEFT TO 15-J.MINGO. PENALTY ON TEN-26-K.FULTON, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT CAR 27 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,27,OWN,1,TEN,1,ILLEGAL CONTACT,5,2812,0,0
2023112605,2023-11-26,4,13,2,CAR,TEN,1,10,32,0,0,(13:02) (SHOTGUN) 6-M.SANDERS RIGHT GUARD TO CAR 36 FOR 4 YARDS (99-R.WEAVER).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,32,OWN,0,,0,,0,2818,0,0
2023112605,2023-11-26,4,12,23,CAR,TEN,2,6,36,0,0,"(12:23) (SHOTGUN) 9-B.YOUNG SCRAMBLES RIGHT TACKLE RAN OB AT CAR 47 FOR 11 YARDS (2-A.AL-SHAAIR). PENALTY ON CAR-72-T.MOTON, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CAR 36 - NO PLAY.",0,2023,11,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,36,OWN,1,CAR,1,OFFENSIVE HOLDING,10,2857,0,0
2023112605,2023-11-26,4,11,58,CAR,TEN,2,16,26,0,0,(11:58) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT RIGHT [58-H.LANDRY].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,2882,0,0
2023112605,2023-11-26,4,11,45,CAR,TEN,3,16,26,0,0,(11:45) (SHOTGUN) 9-B.YOUNG PASS INCOMPLETE SHORT MIDDLE TO 19-A.THIELEN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,2895,0,0
2023112605,2023-11-26,4,11,42,CAR,TEN,4,16,26,0,0,"(11:42) 10-J.HEKKER PUNTS 53 YARDS TO TEN 21, CENTER-44-J.JANSEN. 33-E.GARROR PUSHED OB AT TEN 26 FOR 5 YARDS (29-D.JAMISON).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,2898,0,0
2023112605,2023-11-26,4,11,33,TEN,CAR,0,0,100,1,0,TIMEOUT AT 11:33.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2907,0,0
2023112605,2023-11-26,4,11,33,TEN,CAR,1,10,26,1,0,"(11:33) (SHOTGUN) 8-W.LEVIS PASS DEEP RIGHT TO 11-C.MOORE TO TEN 48 FOR 22 YARDS (27-A.COOK, 26-D.JACKSON).",0,2023,22,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,2907,0,0
2023112605,2023-11-26,4,10,58,TEN,CAR,1,10,48,0,0,(10:58) 22-D.HENRY LEFT GUARD TO CAR 47 FOR 5 YARDS (99-S.TUTTLE).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,48,OWN,0,,0,,0,2942,0,0
2023112605,2023-11-26,4,10,18,TEN,CAR,2,5,53,0,0,(10:18) 8-W.LEVIS PASS INCOMPLETE SHORT LEFT TO 22-D.HENRY (0-B.BURNS).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,2982,0,0
2023112605,2023-11-26,4,10,13,TEN,CAR,3,5,53,0,0,(10:13) (SHOTGUN) 8-W.LEVIS PASS INCOMPLETE DEEP LEFT TO 18-K.PHILIPS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,47,OPP,0,,0,,0,2987,0,0
