GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,ARI,LA
2023112606,2023-11-26,2,10,44,LA,ARI,1,7,93,0,0,(10:44) 24-R.FREEMAN LEFT TACKLE TO ARI 5 FOR 2 YARDS (98-R.LOPEZ).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,7,OPP,0,,0,,0,1156,0,0
2023112606,2023-11-26,2,10,1,LA,ARI,2,5,95,1,0,"(10:01) (SHOTGUN) 9-M.STAFFORD PASS SHORT MIDDLE TO 89-T.HIGBEE FOR 5 YARDS, TOUCHDOWN [93-J.LEDBETTER].",0,2023,5,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,5,OPP,0,,0,,0,1199,0,0
2023112606,2023-11-26,2,9,57,ARI,LA,1,10,25,0,0,(9:57) 1-K.MURRAY PASS INCOMPLETE DEEP LEFT TO 2-M.BROWN (4-J.FULLER).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1203,0,0
2023112606,2023-11-26,2,9,57,ARI,LA,0,0,65,1,0,"42-E.EVANS KICKS 65 YARDS FROM LAR 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1203,0,0
2023112606,2023-11-26,2,9,57,ARI,LA,0,0,100,1,0,TIMEOUT AT 09:57.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1203,0,0
2023112606,2023-11-26,2,9,57,LA,ARI,0,0,85,1,0,"8-L.HAVRISIK EXTRA POINT IS GOOD, CENTER-47-A.WARD, HOLDER-42-E.EVANS.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1203,0,0
2023112606,2023-11-26,2,9,49,ARI,LA,2,10,25,0,0,"(9:49) (SHOTGUN) 6-J.CONNER RIGHT TACKLE TO ARI 28 FOR 3 YARDS (97-M.HOECHT, 4-J.FULLER).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OWN,0,,0,,0,1211,0,0
2023112606,2023-11-26,2,9,7,ARI,LA,3,7,28,0,0,(9:07) (SHOTGUN) 1-K.MURRAY SACKED AT ARI 22 FOR -6 YARDS (91-K.TURNER).,0,2023,-6,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,1253,0,0
2023112606,2023-11-26,2,8,34,ARI,LA,4,13,22,0,0,"(8:34) 12-B.GILLIKIN PUNTS 60 YARDS TO LAR 18, CENTER-46-A.BREWER. 81-A.TRAMMELL TO LAR 29 FOR 11 YARDS (52-V.DIMUKEJE).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,22,OWN,0,,0,,0,1286,0,0
2023112606,2023-11-26,2,8,23,LA,ARI,1,10,71,0,0,(8:23) 23-K.WILLIAMS UP THE MIDDLE PUSHED OB AT LAR 36 FOR 7 YARDS (21-G.WILLIAMS).,0,2023,7,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,29,OPP,0,,0,,0,1297,0,0
2023112606,2023-11-26,2,8,23,ARI,LA,0,0,100,1,0,TIMEOUT AT 08:23.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1297,0,0
2023112606,2023-11-26,2,7,47,LA,ARI,2,3,64,0,0,(7:47) 23-K.WILLIAMS UP THE MIDDLE TO LAR 38 FOR 2 YARDS (25-Z.COLLINS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,36,OPP,0,,0,,0,1333,0,0
2023112606,2023-11-26,2,7,5,LA,ARI,3,1,62,1,0,(7:05) 23-K.WILLIAMS LEFT END PUSHED OB AT LAR 46 FOR 8 YARDS (27-D.WILSON).,0,2023,8,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,38,OPP,0,,0,,0,1375,0,0
2023112606,2023-11-26,2,6,27,LA,ARI,1,10,54,1,0,(6:27) 9-M.STAFFORD PASS SHORT LEFT TO 23-K.WILLIAMS TO ARI 30 FOR 24 YARDS (93-J.LEDBETTER).,0,2023,24,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,1413,0,0
2023112606,2023-11-26,2,5,36,LA,ARI,0,0,100,1,0,TIMEOUT #1 BY LAR AT 05:36.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1464,0,0
2023112606,2023-11-26,2,5,36,LA,ARI,1,10,70,0,0,(5:36) (SHOTGUN) 24-R.FREEMAN LEFT TACKLE TO ARI 25 FOR 5 YARDS (45-D.GARDECK).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,30,OPP,0,,0,,0,1464,0,0
2023112606,2023-11-26,2,4,59,LA,ARI,2,5,75,0,0,"(4:59) 23-K.WILLIAMS LEFT TACKLE TO ARI 20 FOR 5 YARDS (55-D.STILLS). PENALTY ON LAR-17-P.NACUA, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT ARI 25 - NO PLAY.",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT TACKLE,25,OPP,1,LAR,1,OFFENSIVE HOLDING,10,1501,0,0
