GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,BUF,MIA
2024010713,2024-01-07,2,5,56,BUF,MIA,2,7,57,1,0,(5:56) (SHOTGUN) 17-J.ALLEN PASS DEEP LEFT TO 14-S.DIGGS TO MIA 7 FOR 36 YARDS (33-E.APPLE) [53-C.GOODE].,0,2023,36,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,18,1444,0,0
2024010713,2024-01-07,2,5,14,BUF,MIA,1,7,93,0,0,"(5:14) (NO HUDDLE, SHOTGUN) 4-J.COOK LEFT TACKLE TO MIA 6 FOR 1 YARD (55-J.BAKER).",0,2023,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,7,OPP,0,,0,,0,18,1486,0,0
2024010713,2024-01-07,2,4,36,BUF,MIA,2,6,94,1,0,"(4:36) (SHOTGUN) 17-J.ALLEN PASS SHORT MIDDLE TO 16-T.SHERFIELD FOR 6 YARDS, TOUCHDOWN.",0,2023,6,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,6,OPP,0,,0,,0,18,1524,0,0
2024010713,2024-01-07,2,4,31,BUF,MIA,0,0,85,1,0,"2-T.BASS EXTRA POINT IS GOOD, CENTER-69-R.FERGUSON, HOLDER-8-S.MARTIN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,18,1529,0,0
2024010713,2024-01-07,2,4,31,MIA,BUF,0,0,100,1,0,TIMEOUT AT 04:31.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,1529,0,0
2024010713,2024-01-07,2,4,31,MIA,BUF,1,10,25,0,0,(4:31) (SHOTGUN) 28-D.ACHANE LEFT END TO MIA 34 FOR 9 YARDS (7-TA.JOHNSON; 54-B.SPECTOR). BUF-31-R.DOUGLAS WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.,0,2023,9,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,25,OWN,0,,0,,0,18,1529,0,0
2024010713,2024-01-07,2,4,31,MIA,BUF,0,0,65,1,0,"2-T.BASS KICKS 65 YARDS FROM BUF 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,18,1529,0,0
2024010713,2024-01-07,2,4,18,MIA,BUF,0,0,100,1,0,TIMEOUT AT 04:18.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,18,1542,0,0
2024010713,2024-01-07,2,4,7,MIA,BUF,2,1,34,0,0,"(4:07) PENALTY ON BUF-92-D.JONES, ENCROACHMENT, 6 YARDS, ENFORCED AT MIA 34 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,34,OWN,1,BUF,1,ENCROACHMENT,6,18,1553,0,0
2024010713,2024-01-07,2,3,57,MIA,BUF,1,10,40,0,0,(3:57) (SHOTGUN) 23-J.WILSON RIGHT GUARD TO MIA 43 FOR 3 YARDS (92-D.JONES).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,40,OWN,0,,0,,0,18,1563,0,0
