GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,ARI,PIT
2023120303,2023-12-03,2,11,34,PIT,ARI,1,10,37,1,0,"(11:34) 30-J.WARREN LEFT TACKLE TO ARI 45 FOR 18 YARDS (3-B.BAKER, 34-J.THOMPSON).",0,2023,18,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,37,OWN,0,,0,,0,1106,0,0
2023120303,2023-12-03,2,10,51,PIT,ARI,1,10,55,0,0,(10:51) 30-J.WARREN LEFT TACKLE TO ARI 43 FOR 2 YARDS (3-B.BAKER).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,45,OPP,0,,0,,0,1149,0,0
2023120303,2023-12-03,2,10,14,PIT,ARI,2,8,57,1,0,(10:14) 8-K.PICKETT PASS SHORT LEFT TO 14-G.PICKENS TO ARI 33 FOR 10 YARDS (27-D.WILSON).,0,2023,10,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,43,OPP,0,,0,,0,1186,0,0
2023120303,2023-12-03,2,9,40,PIT,ARI,1,10,67,1,0,(9:40) 22-N.HARRIS LEFT TACKLE TO ARI 22 FOR 11 YARDS (34-J.THOMPSON).,0,2023,11,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,33,OPP,0,,0,,0,1220,0,0
2023120303,2023-12-03,2,9,0,PIT,ARI,1,10,78,0,0,"(9:00) (SHOTGUN) 30-J.WARREN RIGHT END TO ARI 17 FOR 5 YARDS (51-K.BARNES, 34-J.THOMPSON).",0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,22,OPP,0,,0,,0,1260,0,0
2023120303,2023-12-03,2,8,20,PIT,ARI,2,5,83,0,0,(8:20) 22-N.HARRIS LEFT TACKLE TO ARI 15 FOR 2 YARDS (92-K.STRONG).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,17,OPP,0,,0,,0,1300,0,0
2023120303,2023-12-03,2,7,38,PIT,ARI,3,3,85,1,0,(7:38) (SHOTGUN) 8-K.PICKETT PASS SHORT RIGHT TO 88-P.FREIERMUTH TO ARI 7 FOR 8 YARDS (92-K.STRONG; 3-B.BAKER).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1342,0,0
2023120303,2023-12-03,2,6,55,PIT,ARI,1,7,93,0,0,(6:55) 22-N.HARRIS RIGHT TACKLE TO ARI 5 FOR 2 YARDS (93-J.LEDBETTER; 55-D.STILLS).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,7,OPP,0,,0,,0,1385,0,0
2023120303,2023-12-03,2,6,13,PIT,ARI,2,5,95,0,0,(6:13) (SHOTGUN) 22-N.HARRIS LEFT GUARD TO ARI 3 FOR 2 YARDS (55-D.STILLS; 93-J.LEDBETTER).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,5,OPP,0,,0,,0,1427,0,0
2023120303,2023-12-03,2,5,30,PIT,ARI,3,3,97,0,0,"(5:30) (SHOTGUN) 8-K.PICKETT SCRAMBLES UP THE MIDDLE TO ARI 1 FOR 2 YARDS (93-J.LEDBETTER, 10-J.WOODS). PIT-8-K.PICKETT WAS INJURED DURING THE PLAY.",0,2023,2,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,3,OPP,0,,0,,0,1470,0,0
