GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,ATL,NYJ
2023120302,2023-12-03,2,8,40,NYJ,ATL,1,10,39,1,0,(8:40) 76-D.BROWN REPORTED IN AS ELIGIBLE.  7-T.BOYLE PASS DEEP RIGHT TO 82-X.GIPSON TO ATL 25 FOR 36 YARDS (1-J.OKUDAH).,0,2023,36,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,39,OWN,0,,0,,0,13,1280,0,0
2023120302,2023-12-03,2,7,54,NYJ,ATL,0,0,100,1,0,TIMEOUT #1 BY NYJ AT 07:54.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1326,0,0
2023120302,2023-12-03,2,7,54,NYJ,ATL,1,10,75,0,0,(7:54) (SHOTGUN) 20-BRE.HALL RIGHT TACKLE TO ATL 20 FOR 5 YARDS (95-T.GRAHAM; 94-A.HUGGINS).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,25,OPP,0,,0,,0,13,1326,0,0
2023120302,2023-12-03,2,7,14,NYJ,ATL,2,5,80,0,0,"(7:14) 76-D.BROWN REPORTED IN AS ELIGIBLE.  20-BRE.HALL LEFT END PUSHED OB AT ATL 21 FOR -1 YARDS (34-C.PHILLIPS, 20-D.ALFORD).",0,2023,-1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,20,OPP,0,,0,,0,13,1366,0,0
2023120302,2023-12-03,2,6,41,NYJ,ATL,3,6,79,0,0,"(6:41) (SHOTGUN) 7-T.BOYLE PASS SHORT MIDDLE TO 83-T.CONKLIN TO ATL 16 FOR 5 YARDS (3-J.BATES, 55-K.ELLISS) [90-D.ONYEMATA].",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,13,1399,0,0
2023120302,2023-12-03,2,6,1,NYJ,ATL,4,1,84,1,0,(6:01) 7-T.BOYLE UP THE MIDDLE TO ATL 14 FOR 2 YARDS (48-B.DUPREE; 93-C.CAMPBELL).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,16,OPP,0,,0,,0,13,1439,0,0
2023120302,2023-12-03,2,5,20,NYJ,ATL,1,10,86,0,0,"(5:20) (SHOTGUN) 33-D.COOK RIGHT TACKLE TO ATL 13 FOR 1 YARD (90-D.ONYEMATA, 75-K.STREET).",0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,14,OPP,0,,0,,0,13,1480,0,0
2023120302,2023-12-03,2,4,40,NYJ,ATL,2,9,87,0,0,(4:40) 7-T.BOYLE PASS SHORT LEFT TO 82-X.GIPSON PUSHED OB AT ATL 9 FOR 4 YARDS (20-D.ALFORD).,0,2023,4,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,13,OPP,0,,0,,0,13,1520,0,0
2023120302,2023-12-03,2,4,3,NYJ,ATL,3,5,91,0,0,(4:03) (SHOTGUN) 7-T.BOYLE PASS INCOMPLETE SHORT RIGHT TO 83-T.CONKLIN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,13,1557,0,0
2023120302,2023-12-03,2,4,0,NYJ,ATL,4,5,91,0,0,"(4:00) 9-G.ZUERLEIN 27 YARD FIELD GOAL IS GOOD, CENTER-42-T.HENNESSY, HOLDER-5-T.MORSTEAD.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,9,OPP,0,,0,,0,13,1560,0,0
