GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,LA,CLE
2023120308,2023-12-03,2,10,2,LA,CLE,3,7,82,0,0,"(10:02) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE SHORT RIGHT [22-G.DELPIT].",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,13,1198,0,0
2023120308,2023-12-03,2,9,57,LA,CLE,4,7,82,0,0,"(9:57) 42-E.EVANS PUNTS 53 YARDS TO CLE 29, CENTER-47-A.WARD. 11-J.PROCHE RAN OB AT CLE 44 FOR 15 YARDS (18-B.SKOWRONEK).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,18,OPP,0,,0,,0,13,1203,0,0
2023120308,2023-12-03,2,9,48,LA,CLE,0,0,100,1,0,TIMEOUT AT 09:48.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1212,0,0
2023120308,2023-12-03,2,9,48,CLE,LA,1,10,44,0,0,"(9:48) 15-J.FLACCO PASS SHORT RIGHT TO 27-K.HUNT TO CLE 44 FOR NO GAIN (53-E.JONES, 96-K.THOMAS).",0,2023,0,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,13,1212,0,0
2023120308,2023-12-03,2,9,10,CLE,LA,2,10,44,0,0,(9:10) (SHOTGUN) 15-J.FLACCO PASS SHORT RIGHT TO 2-A.COOPER TO 50 FOR 6 YARDS (44-A.WITHERSPOON).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,13,1250,0,0
2023120308,2023-12-03,2,8,31,CLE,LA,3,4,100,0,0,(8:31) (SHOTGUN) 15-J.FLACCO PASS INCOMPLETE SHORT RIGHT TO 2-A.COOPER.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1289,0,0
2023120308,2023-12-03,2,8,28,CLE,LA,4,4,100,0,0,"(8:28) 13-C.BOJORQUEZ PUNTS 39 YARDS TO LAR 11, CENTER-47-C.HUGHLETT, FAIR CATCH BY 81-A.TRAMMELL.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1292,0,0
2023120308,2023-12-03,2,8,21,LA,CLE,1,10,89,1,0,(8:21) (SHOTGUN) 9-M.STAFFORD PASS DEEP RIGHT TO 17-P.NACUA TO LAR 31 FOR 20 YARDS (28-M.FORD). LAR-17-P.NACUA WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.,0,2023,20,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,11,OPP,0,,0,,0,13,1299,0,0
2023120308,2023-12-03,2,8,10,LA,CLE,0,0,100,1,0,TIMEOUT AT 08:10.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,13,1310,0,0
2023120308,2023-12-03,2,7,52,LA,CLE,1,10,69,0,0,(7:52) 23-K.WILLIAMS UP THE MIDDLE TO LAR 33 FOR 2 YARDS (23-M.EMERSON; 94-D.TOMLINSON).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,31,OPP,0,,0,,0,13,1328,0,0
2023120308,2023-12-03,2,7,25,LA,CLE,2,8,67,0,0,"(7:25) (NO HUDDLE, SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE SHORT RIGHT TO 89-T.HIGBEE.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,13,1355,0,0
2023120308,2023-12-03,2,7,21,LA,CLE,3,8,67,0,0,(7:21) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 18-B.SKOWRONEK TO LAR 39 FOR 6 YARDS (1-J.THORNHILL).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OPP,0,,0,,0,13,1359,0,0
