GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,TEN,SEA
2023122407,2023-12-24,3,4,38,TEN,SEA,2,11,55,0,0,"(4:38) (SHOTGUN) 22-D.HENRY LEFT GUARD TO SEA 42 FOR 3 YARDS (97-M.EDWARDS, 93-CA.YOUNG).",0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,45,OPP,0,,0,,0,16,2422,0,0
2023122407,2023-12-24,3,3,55,TEN,SEA,3,8,58,0,0,(3:55) (SHOTGUN) 17-R.TANNEHILL PASS INCOMPLETE SHORT RIGHT TO 16-T.BURKS (27-T.WOOLEN).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,16,2465,0,0
2023122407,2023-12-24,3,3,50,TEN,SEA,4,8,58,0,0,"(3:50) 13-T.ZENTNER PUNTS 34 YARDS TO SEA 8, CENTER-46-M.COX, FAIR CATCH BY 31-D.DALLAS. PENALTY ON SEA-31-D.DALLAS, UNSPORTSMANLIKE CONDUCT, 4 YARDS, ENFORCED AT SEA 8.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,42,OPP,1,SEA,0,UNSPORTSMANLIKE CONDUCT,4,16,2470,0,0
2023122407,2023-12-24,3,3,43,TEN,SEA,0,0,100,1,0,TIMEOUT AT 03:43.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,2477,0,0
2023122407,2023-12-24,3,3,43,SEA,TEN,1,10,4,1,0,(3:43) (SHOTGUN) 7-G.SMITH PASS SHORT RIGHT TO 11-J.SMITH-NJIGBA TO SEA 24 FOR 20 YARDS (24-E.MOLDEN).,0,2023,20,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,4,OWN,0,,0,,0,16,2477,0,0
2023122407,2023-12-24,3,2,56,SEA,TEN,1,10,24,0,0,"(2:56) PENALTY ON SEA-87-N.FANT, FALSE START, 5 YARDS, ENFORCED AT SEA 24 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,24,OWN,1,SEA,1,FALSE START,5,16,2524,0,0
2023122407,2023-12-24,3,2,32,SEA,TEN,1,15,19,0,0,(2:32) (SHOTGUN) 9-K.WALKER RIGHT TACKLE TO SEA 20 FOR 1 YARD (41-O.REESE).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,19,OWN,0,,0,,0,16,2548,0,0
2023122407,2023-12-24,3,1,58,SEA,TEN,2,14,20,0,0,"(1:58) (NO HUDDLE, SHOTGUN) 7-G.SMITH PASS SHORT RIGHT TO 19-J.BOBO TO SEA 24 FOR 4 YARDS (23-T.AVERY) [94-J.JOHNSON]. PENALTY ON TEN-2-A.AL-SHAAIR, ILLEGAL CONTACT, 5 YARDS, ENFORCED AT SEA 20 - NO PLAY.",0,2023,4,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,1,0,0,,20,OWN,1,TEN,1,ILLEGAL CONTACT,5,16,2582,0,0
2023122407,2023-12-24,3,1,28,SEA,TEN,1,10,25,0,0,"(1:28) 9-K.WALKER RIGHT GUARD TO SEA 27 FOR 2 YARDS (97-Q.BOHANNA). PENALTY ON TEN-94-J.JOHNSON, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT SEA 27.",0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT GUARD,25,OWN,1,TEN,0,UNNECESSARY ROUGHNESS,15,16,2612,0,0
2023122407,2023-12-24,3,0,58,SEA,TEN,1,10,42,0,0,(:58) 9-K.WALKER RIGHT END TO SEA 48 FOR 6 YARDS (24-E.MOLDEN).,0,2023,6,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,42,OWN,0,,0,,0,16,2642,0,0
