GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,BAL,SF
2023122502,2023-12-25,2,13,1,BAL,SF,1,10,63,0,0,(13:01) (SHOTGUN) 8-L.JACKSON PASS SHORT LEFT TO 4-Z.FLOWERS TO SF 31 FOR 6 YARDS (31-T.GIPSON; 45-D.FLANNIGAN-FOWLES).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,37,OPP,0,,0,,0,16,1019,0,0
2023122502,2023-12-25,2,12,22,BAL,SF,2,4,69,1,0,(12:22) (SHOTGUN) 8-L.JACKSON PASS SHORT RIGHT TO 4-Z.FLOWERS TO SF 21 FOR 10 YARDS (31-T.GIPSON).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,31,OPP,0,,0,,0,16,1058,0,0
2023122502,2023-12-25,2,11,44,BAL,SF,1,10,79,0,0,(11:44) (SHOTGUN) 8-L.JACKSON PASS INCOMPLETE SHORT LEFT TO 7-R.BATEMAN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,16,1096,0,0
2023122502,2023-12-25,2,11,40,BAL,SF,2,10,79,0,0,"(11:40) (SHOTGUN) 8-L.JACKSON PASS SHORT RIGHT TO 43-J.HILL TO SF 15 FOR 6 YARDS (54-F.WARNER, 57-D.GREENLAW).",0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,21,OPP,0,,0,,0,16,1100,0,0
2023122502,2023-12-25,2,11,4,BAL,SF,3,4,85,1,0,(11:04) (SHOTGUN) 8-L.JACKSON PASS SHORT MIDDLE TO 3-O.BECKHAM TO SF 10 FOR 5 YARDS (57-D.GREENLAW).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,16,1136,0,0
2023122502,2023-12-25,2,10,31,BAL,SF,1,10,90,0,0,(10:31) 8-L.JACKSON PASS INCOMPLETE SHORT RIGHT TO 42-P.RICARD (54-F.WARNER).,0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,16,1169,0,0
2023122502,2023-12-25,2,10,27,BAL,SF,2,10,90,0,0,(10:27) (SHOTGUN) 8-L.JACKSON PASS INCOMPLETE SHORT MIDDLE TO 3-O.BECKHAM.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,16,1173,0,0
2023122502,2023-12-25,2,10,21,BAL,SF,0,0,100,1,0,TIMEOUT #1 BY BAL AT 10:21.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,1179,0,0
2023122502,2023-12-25,2,10,21,BAL,SF,3,10,90,0,0,"(10:21) (SHOTGUN) 8-L.JACKSON PASS SHORT MIDDLE TO 80-I.LIKELY TO SF 1 FOR 9 YARDS (2-D.LENOIR, 54-F.WARNER).",0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,10,OPP,0,,0,,0,16,1179,0,0
2023122502,2023-12-25,2,9,38,BAL,SF,4,1,99,1,0,"(9:38) (SHOTGUN) 35-G.EDWARDS UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",0,2023,1,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,1,OPP,0,,0,,0,16,1222,0,0
2023122502,2023-12-25,2,9,35,SF,BAL,1,10,25,0,0,(9:35) (SHOTGUN) 23-C.MCCAFFREY LEFT GUARD TO SF 27 FOR 2 YARDS (96-B.WASHINGTON).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,25,OWN,0,,0,,0,16,1225,0,0
2023122502,2023-12-25,2,9,35,BAL,SF,0,0,85,1,0,"9-J.TUCKER EXTRA POINT IS GOOD, CENTER-69-T.OTT, HOLDER-11-J.STOUT.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,16,1225,0,0
2023122502,2023-12-25,2,9,35,SF,BAL,0,0,100,1,0,TIMEOUT AT 09:35.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,1225,0,0
2023122502,2023-12-25,2,9,35,SF,BAL,0,0,65,1,0,"9-J.TUCKER KICKS 65 YARDS FROM BAL 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,16,1225,0,0
2023122502,2023-12-25,2,8,54,SF,BAL,2,8,27,0,0,(8:54) (SHOTGUN) 13-B.PURDY PASS SHORT RIGHT TO 19-D.SAMUEL TO SF 30 FOR 3 YARDS (14-K.HAMILTON; 0-R.SMITH).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,27,OWN,0,,0,,0,16,1266,0,0
2023122502,2023-12-25,2,8,8,SF,BAL,3,5,30,0,0,"(8:08) (SHOTGUN) 13-B.PURDY PASS SHORT MIDDLE INTENDED FOR 85-G.KITTLE INTERCEPTED BY 14-K.HAMILTON (44-M.HUMPHREY) AT SF 32. 14-K.HAMILTON TO SF 35 FOR -3 YARDS (23-C.MCCAFFREY). PENALTY ON SF-23-C.MCCAFFREY, CHOP BLOCK, 15 YARDS, ENFORCED AT SF 35.",0,2023,-3,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,1,0,1,0,0,,30,OWN,1,SF,0,CHOP BLOCK,15,16,1312,0,0
2023122502,2023-12-25,2,7,54,SF,BAL,0,0,100,1,0,TIMEOUT AT 07:54.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,16,1326,0,0
2023122502,2023-12-25,2,7,54,BAL,SF,1,10,80,0,0,(7:54) (SHOTGUN) 43-J.HILL LEFT TACKLE TO SF 23 FOR -3 YARDS (97-N.BOSA).,0,2023,-3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,20,OPP,0,,0,,0,16,1326,0,0
2023122502,2023-12-25,2,7,14,BAL,SF,2,13,77,0,0,(7:14) (SHOTGUN) 8-L.JACKSON PASS INCOMPLETE SHORT LEFT TO 4-Z.FLOWERS.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,16,1366,0,0
