GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,JAX,NO
2023101900,2023-10-19,2,10,53,NO,JAX,3,2,56,0,0,"(10:53) (NO HUDDLE, SHOTGUN) 4-D.CARR PASS INCOMPLETE DEEP LEFT TO 13-M.THOMAS (31-DARI.WILLIAMS).",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,44,OPP,0,,0,,0,1147,0,0
2023101900,2023-10-19,2,10,47,NO,JAX,4,2,56,0,0,"(10:47) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT LEFT TO 12-C.OLAVE (33-D.LLOYD). PENALTY ON NO-13-M.THOMAS, OFFENSIVE PASS INTERFERENCE, DECLINED.",0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,44,OPP,0,NO,0,OFFENSIVE PASS INTERFERENCE,0,1153,0,0
2023101900,2023-10-19,2,10,43,JAX,NO,1,10,45,0,0,(10:43) (SHOTGUN) 1-T.ETIENNE LEFT GUARD TO JAX 45 FOR NO GAIN (97-M.ROACH).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,45,OWN,0,,0,,0,1157,0,0
2023101900,2023-10-19,2,10,43,NO,JAX,0,0,100,1,0,TIMEOUT AT 10:43.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1157,0,0
2023101900,2023-10-19,2,10,1,JAX,NO,2,10,45,0,0,(10:01) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT RIGHT TO 1-T.ETIENNE (94-C.JORDAN).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,1199,0,0
2023101900,2023-10-19,2,9,57,JAX,NO,3,10,45,0,0,(9:57) (SHOTGUN) 16-T.LAWRENCE PASS INCOMPLETE SHORT LEFT TO 17-E.ENGRAM.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,1203,0,0
2023101900,2023-10-19,2,9,53,JAX,NO,4,10,45,0,0,"(9:53) 9-L.COOKE PUNTS 42 YARDS TO NO 13, CENTER-46-R.MATISCIK, FAIR CATCH BY 22-R.SHAHEED.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,1207,0,0
2023101900,2023-10-19,2,9,47,NO,JAX,0,0,100,1,0,TIMEOUT AT 09:47.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1213,0,0
2023101900,2023-10-19,2,9,47,NO,JAX,1,10,13,1,0,(9:47) 4-D.CARR PASS SHORT MIDDLE TO 41-A.KAMARA RAN OB AT NO 34 FOR 21 YARDS (41-J.ALLEN).,0,2023,21,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,13,OWN,0,,0,,0,1213,0,0
2023101900,2023-10-19,2,9,14,NO,JAX,1,10,34,0,0,"(9:14) 41-A.KAMARA RIGHT GUARD TO NO 32 FOR -2 YARDS (90-A.BLACKSON). PENALTY ON JAX-90-A.BLACKSON, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT NO 32.",0,2023,-2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,RIGHT GUARD,34,OWN,1,JAX,0,UNNECESSARY ROUGHNESS,15,1246,0,0
