GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,SEA,ARI
2023102207,2023-10-22,2,13,49,SEA,ARI,3,2,48,0,0,"(13:49) (NO HUDDLE, SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT MIDDLE TO 11-J.SMITH-NJIGBA (7-K.WHITE).",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,971,0,0
2023102207,2023-10-22,2,13,45,SEA,ARI,4,2,48,0,0,"(13:45) 4-M.DICKSON PUNTS 52 YARDS TO END ZONE, CENTER-41-C.STOLL, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,48,OWN,0,,0,,0,975,0,0
2023102207,2023-10-22,2,13,38,ARI,SEA,1,10,20,0,0,(13:38) (SHOTGUN) 31-E.DEMERCADO LEFT GUARD TO ARI 24 FOR 4 YARDS (33-J.ADAMS).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,20,OWN,0,,0,,0,982,0,0
2023102207,2023-10-22,2,13,38,SEA,ARI,0,0,100,1,0,TIMEOUT AT 13:38.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,982,0,0
2023102207,2023-10-22,2,13,4,ARI,SEA,2,6,24,1,0,(13:04) (SHOTGUN) 9-J.DOBBS PASS SHORT MIDDLE TO 86-Z.ERTZ TO ARI 33 FOR 9 YARDS (56-J.BROOKS).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,1016,0,0
2023102207,2023-10-22,2,12,31,ARI,SEA,1,10,33,1,0,(12:31) 31-E.DEMERCADO LEFT END PUSHED OB AT SEA 49 FOR 18 YARDS (21-D.WITHERSPOON).,0,2023,18,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,33,OWN,0,,0,,0,1049,0,0
2023102207,2023-10-22,2,12,0,ARI,SEA,1,10,51,0,0,(12:00) 31-E.DEMERCADO RIGHT GUARD TO SEA 48 FOR 1 YARD (54-B.WAGNER; 10-U.NWOSU).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,49,OPP,0,,0,,0,1080,0,0
2023102207,2023-10-22,2,11,24,ARI,SEA,2,9,52,0,0,(11:24) 29-D.WILLIAMS LEFT GUARD TO SEA 46 FOR 2 YARDS (53-B.MAFE).,0,2023,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,48,OPP,0,,0,,0,1116,0,0
2023102207,2023-10-22,2,10,43,ARI,SEA,3,7,54,1,0,(10:43) (SHOTGUN) 9-J.DOBBS PASS SHORT LEFT TO 14-MI.WILSON PUSHED OB AT SEA 35 FOR 11 YARDS (20-J.LOVE).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,1157,0,0
2023102207,2023-10-22,2,10,8,ARI,SEA,1,10,65,1,0,(10:08) 4-R.MOORE LEFT END PUSHED OB AT SEA 20 FOR 15 YARDS (6-Q.DIGGS).,0,2023,15,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,35,OPP,0,,0,,0,1192,0,0
2023102207,2023-10-22,2,9,32,ARI,SEA,1,10,80,0,0,"(9:32) 9-J.DOBBS PASS DEEP RIGHT INTENDED FOR 14-MI.WILSON INTERCEPTED BY 21-D.WITHERSPOON [97-M.EDWARDS] AT SEA -2. 21-D.WITHERSPOON TO SEA 14 FOR 16 YARDS (70-P.JOHNSON; 85-T.MCBRIDE). PENALTY ON SEA-53-B.MAFE, ROUGHING THE PASSER, 10 YARDS, ENFORCED AT SEA 20 - NO PLAY. PENALTY ON SEA-56-J.BROOKS, UNNECESSARY ROUGHNESS, DECLINED. PENALTY ON ARI-74-D.HUMPHRIES, DISQUALIFICATION, 15 YARDS, ENFORCED BETWEEN DOWNS.",0,2023,16,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,1,0,1,0,0,,20,OPP,0,SEA,1,ROUGHING THE PASSER,0,1228,0,0
2023102207,2023-10-22,2,9,18,ARI,SEA,1,25,75,1,0,"(9:18) (SHOTGUN) 9-J.DOBBS LEFT END FOR 25 YARDS, TOUCHDOWN.",0,2023,25,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,LEFT END,25,OPP,0,,0,,0,1242,0,0
2023102207,2023-10-22,2,9,11,SEA,ARI,0,0,100,1,0,TIMEOUT AT 09:11.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1249,0,0
2023102207,2023-10-22,2,9,11,SEA,ARI,0,0,15,1,0,"5-M.PRATER EXTRA POINT IS GOOD, CENTER-46-A.BREWER, HOLDER-12-B.GILLIKIN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,1249,0,0
2023102207,2023-10-22,2,9,11,SEA,ARI,0,0,65,1,0,5-M.PRATER KICKS 65 YARDS FROM ARI 35 TO SEA 0. 31-D.DALLAS TO SEA 24 FOR 24 YARDS (44-O.PAPPOE; 47-E.TURNER).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1249,0,0
2023102207,2023-10-22,2,9,6,SEA,ARI,1,10,24,1,0,(9:06) (SHOTGUN) 7-G.SMITH PASS SHORT LEFT TO 11-J.SMITH-NJIGBA TO SEA 36 FOR 12 YARDS (36-A.CHACHERE).,0,2023,12,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,1254,0,0
2023102207,2023-10-22,2,8,26,SEA,ARI,1,10,36,1,0,(8:26) (SHOTGUN) 7-G.SMITH PASS SHORT LEFT TO 11-J.SMITH-NJIGBA TO SEA 49 FOR 13 YARDS (3-B.BAKER).,0,2023,13,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,1294,0,0
2023102207,2023-10-22,2,7,49,SEA,ARI,1,10,49,0,0,"(7:49) (SHOTGUN) 7-G.SMITH PASS INCOMPLETE DEEP RIGHT TO 16-T.LOCKETT. PENALTY ON ARI-24-S.THOMAS, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT SEA 49 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,49,OWN,1,ARI,1,DEFENSIVE HOLDING,5,1331,0,0
2023102207,2023-10-22,2,7,43,SEA,ARI,1,10,54,0,0,"(7:43) 9-K.WALKER RIGHT END TO ARI 46 FOR NO GAIN (45-D.GARDECK, 55-D.STILLS).",0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,46,OPP,0,,0,,0,1337,0,0
2023102207,2023-10-22,2,7,7,SEA,ARI,2,10,54,0,0,"(7:07) (NO HUDDLE, SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT RIGHT TO 11-J.SMITH-NJIGBA.",0,2023,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,46,OPP,0,,0,,0,1373,0,0
