GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,NYG,WAS
2023102204,2023-10-22,2,11,28,NYG,WAS,4,6,20,0,0,"(11:28) 6-J.GILLAN PUNTS 54 YARDS TO WAS 26, CENTER-59-C.KREITER. 83-J.CROWDER MUFFS CATCH, BALL OUT OF BOUNDS AT WAS 23.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,1112,0,0
2023102204,2023-10-22,2,11,20,WAS,NYG,1,10,23,0,0,(11:20) (SHOTGUN) 23-C.RODRIGUEZ RIGHT GUARD TO WAS 24 FOR 1 YARD (58-B.OKEREKE).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,23,OWN,0,,0,,0,1120,0,0
2023102204,2023-10-22,2,11,20,NYG,WAS,0,0,100,1,0,TIMEOUT AT 11:20.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1120,0,0
2023102204,2023-10-22,2,10,45,WAS,NYG,2,9,24,1,0,(10:45) (SHOTGUN) 14-S.HOWELL SCRAMBLES UP THE MIDDLE TO WAS 35 FOR 11 YARDS (58-B.OKEREKE).,0,2023,11,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,24,OWN,0,,0,,0,1155,0,0
2023102204,2023-10-22,2,10,12,WAS,NYG,1,10,35,0,0,(10:12) (SHOTGUN) 14-S.HOWELL PASS SHORT LEFT TO 1-J.DOTSON RAN OB AT WAS 43 FOR 8 YARDS.,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,1188,0,0
2023102204,2023-10-22,2,9,43,WAS,NYG,2,2,43,0,0,"(9:43) (SHOTGUN) 14-S.HOWELL PASS DEEP LEFT INTENDED FOR 1-J.DOTSON INTERCEPTED BY 25-D.BANKS AT NYG 31. 25-D.BANKS PUSHED OB AT NYG 37 FOR 6 YARDS (82-L.THOMAS). PENALTY ON WAS-71-A.WYLIE, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT NYG 37.",0,2023,6,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,1,0,1,0,0,,43,OWN,1,WAS,0,UNNECESSARY ROUGHNESS,15,1217,0,0
2023102204,2023-10-22,2,9,34,NYG,WAS,1,10,52,1,0,(9:34) 2-T.TAYLOR PASS SHORT LEFT TO 12-D.WALLER PUSHED OB AT WAS 32 FOR 16 YARDS (35-P.BUTLER).,0,2023,16,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,1226,0,0
2023102204,2023-10-22,2,9,5,NYG,WAS,1,10,68,1,0,"(9:05) 2-T.TAYLOR PASS SHORT LEFT TO 26-S.BARKLEY FOR 32 YARDS, TOUCHDOWN.",0,2023,32,UNDER CENTER,PASS,0,1,0,1,SHORT LEFT,0,0,0,,0,0,0,0,0,,32,OPP,0,,0,,0,1255,0,0
2023102204,2023-10-22,2,8,56,NYG,WAS,0,0,85,1,0,"9-G.GANO EXTRA POINT IS GOOD, CENTER-59-C.KREITER, HOLDER-6-J.GILLAN.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1264,0,0
2023102204,2023-10-22,2,8,56,WAS,NYG,1,10,25,0,0,(8:56) 8-B.ROBINSON UP THE MIDDLE TO WAS 30 FOR 5 YARDS (91-AS.ROBINSON; 5-K.THIBODEAUX).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,25,OWN,0,,0,,0,1264,0,0
