GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,PHI,MIA
2023102210,2023-10-22,2,11,25,MIA,PHI,0,0,65,1,0,4-J.ELLIOTT KICKS 64 YARDS FROM PHI 35 TO MIA 1. 0-B.BERRIOS TO MIA 34 FOR 33 YARDS (53-C.ELLISS; 22-K.RINGO).,0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,7,1115,0,0
2023102210,2023-10-22,2,11,20,MIA,PHI,1,10,34,0,0,(11:20) (SHOTGUN) 26-S.AHMED UP THE MIDDLE TO MIA 35 FOR 1 YARD (93-M.WILLIAMS; 90-J.DAVIS).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,34,OWN,0,,0,,0,7,1120,0,0
2023102210,2023-10-22,2,10,43,MIA,PHI,2,9,35,0,0,(10:43) (SHOTGUN) 1-T.TAGOVAILOA PASS SHORT LEFT TO 10-T.HILL RAN OB AT MIA 41 FOR 6 YARDS.,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,7,1157,0,0
2023102210,2023-10-22,2,10,11,MIA,PHI,3,3,41,0,0,(10:11) (SHOTGUN) 1-T.TAGOVAILOA PASS INCOMPLETE SHORT RIGHT TO 0-B.BERRIOS (2-D.SLAY).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,7,1189,0,0
2023102210,2023-10-22,2,10,7,MIA,PHI,4,3,41,0,0,"(10:07) 16-J.BAILEY PUNTS 59 YARDS TO END ZONE, CENTER-44-B.FERGUSON, TOUCHBACK.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,41,OWN,0,,0,,0,7,1193,0,0
2023102210,2023-10-22,2,9,59,PHI,MIA,1,10,20,0,0,(9:59) (SHOTGUN) 0-D.SWIFT UP THE MIDDLE TO PHI 20 FOR NO GAIN (43-A.VAN GINKEL; 55-J.BAKER).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,20,OWN,0,,0,,0,7,1201,0,0
2023102210,2023-10-22,2,9,59,PHI,MIA,0,0,100,1,0,TIMEOUT AT 09:59.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,7,1201,0,0
2023102210,2023-10-22,2,9,24,PHI,MIA,2,10,20,1,0,(9:24) (SHOTGUN) 1-J.HURTS PASS SHORT LEFT TO 11-A.BROWN TO PHI 30 FOR 10 YARDS (21-D.ELLIOTT). PHI-11-A.BROWN WAS INJURED DURING THE PLAY.,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,20,OWN,0,,0,,0,7,1236,0,0
2023102210,2023-10-22,2,8,41,PHI,MIA,1,10,30,0,0,(8:41) (SHOTGUN) 0-D.SWIFT RIGHT GUARD TO PHI 33 FOR 3 YARDS (51-D.LONG).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,30,OWN,0,,0,,0,7,1279,0,0
2023102210,2023-10-22,2,7,59,PHI,MIA,2,7,33,0,0,(7:59) (SHOTGUN) 1-J.HURTS PASS SHORT LEFT TO 80-J.JONES TO PHI 36 FOR 3 YARDS (33-E.APPLE).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,33,OWN,0,,0,,0,7,1321,0,0
