GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,PIT,CLE
2023091801,2023-09-18,2,11,39,PIT,CLE,2,12,60,0,0,(11:39) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE SHORT LEFT TO 19-C.AUSTIN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,2,1101,0,0
2023091801,2023-09-18,2,11,34,PIT,CLE,3,12,60,0,0,(11:34) (SHOTGUN) 8-K.PICKETT PASS INCOMPLETE DEEP LEFT TO 19-C.AUSTIN [54-O.OKORONKWO].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,2,1106,0,0
2023091801,2023-09-18,2,11,27,PIT,CLE,4,12,60,0,0,"(11:27) 6-P.HARVIN PUNTS 31 YARDS TO CLE 9, CENTER-46-C.KUNTZ, DOWNED BY PIT-42-J.PIERRE.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,2,1113,0,0
2023091801,2023-09-18,2,11,15,PIT,CLE,0,0,100,1,0,TIMEOUT AT 11:15.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,2,1125,0,0
2023091801,2023-09-18,2,11,15,CLE,PIT,1,10,9,0,0,(11:15) (SHOTGUN) 4-D.WATSON PASS INCOMPLETE SHORT MIDDLE TO 88-H.BRYANT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,9,OWN,0,,0,,0,2,1125,0,0
2023091801,2023-09-18,2,11,11,CLE,PIT,2,10,9,0,0,"(11:11) (SHOTGUN) 4-D.WATSON SACKED AT CLE 7 FOR -2 YARDS (98-D.LEAL). PENALTY ON CLE-55-E.POCIC, OFFENSIVE HOLDING, DECLINED.",0,2023,-2,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,9,OWN,0,CLE,0,OFFENSIVE HOLDING,0,2,1129,0,0
2023091801,2023-09-18,2,10,51,CLE,PIT,3,12,7,0,0,(10:51) (SHOTGUN) 4-D.WATSON PASS INCOMPLETE SHORT RIGHT TO 34-J.FORD [90-T.WATT].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,7,OWN,0,,0,,0,2,1149,0,0
2023091801,2023-09-18,2,10,44,CLE,PIT,4,12,7,0,0,"(10:44) 13-C.BOJORQUEZ PUNTS 46 YARDS TO PIT 47, CENTER-47-C.HUGHLETT. 19-C.AUSTIN TO CLE 39 FOR 14 YARDS (26-R.MCLEOD).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,7,OWN,0,,0,,0,2,1156,0,0
2023091801,2023-09-18,2,10,31,PIT,CLE,1,10,61,0,0,(10:31) 22-N.HARRIS RIGHT END PUSHED OB AT CLE 34 FOR 5 YARDS (22-G.DELPIT).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,39,OPP,0,,0,,0,2,1169,0,0
2023091801,2023-09-18,2,10,0,PIT,CLE,2,5,66,0,0,(10:00) (SHOTGUN) 8-K.PICKETT PASS SHORT LEFT TO 22-N.HARRIS TO CLE 34 FOR NO GAIN (5-A.WALKER).,0,2023,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,34,OPP,0,,0,,0,2,1200,0,0
