GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,LAC,DAL
2023101600,2023-10-16,1,0,0,LAC,DAL,0,0,100,1,0,END QUARTER 1,0,2023,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,900,0,0
2023101600,2023-10-16,2,14,54,LAC,DAL,3,5,21,1,0,(14:54) (SHOTGUN) 10-J.HERBERT PASS SHORT MIDDLE TO 10-J.HERBERT TO LAC 31 FOR 10 YARDS (33-D.CLARK).,0,2023,10,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,906,0,0
2023101600,2023-10-16,2,14,14,LAC,DAL,1,10,31,0,0,(14:14) 30-A.EKELER LEFT GUARD TO LAC 35 FOR 4 YARDS (95-J.HANKINS).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,31,OWN,0,,0,,0,946,0,0
2023101600,2023-10-16,2,13,30,LAC,DAL,2,6,35,0,0,"(13:30) (SHOTGUN) 10-J.HERBERT SCRAMBLES UP THE MIDDLE TO LAC 36 FOR 1 YARD (1-J.KEARSE). PENALTY ON DAL-1-J.KEARSE, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT LAC 36.",0,2023,1,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,1,0,0,,35,OWN,1,DAL,0,UNNECESSARY ROUGHNESS,15,990,0,0
2023101600,2023-10-16,2,12,59,LAC,DAL,1,10,51,0,0,"(12:59) (SHOTGUN) 10-J.HERBERT SACKED AT LAC 47 FOR -4 YARDS (14-M.BELL). PENALTY ON DAL-54-S.WILLIAMS, ILLEGAL USE OF HANDS, 5 YARDS, ENFORCED AT DAL 49 - NO PLAY.",0,2023,-4,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,1,0,0,,49,OPP,1,DAL,1,ILLEGAL USE OF HANDS,5,1021,0,0
2023101600,2023-10-16,2,12,31,LAC,DAL,1,10,56,0,0,"(12:31) (SHOTGUN) 28-I.SPILLER RIGHT TACKLE TO DAL 42 FOR 2 YARDS (97-O.ODIGHIZUWA, 1-J.KEARSE).",0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,44,OPP,0,,0,,0,1049,0,0
2023101600,2023-10-16,2,11,55,LAC,DAL,2,8,58,0,0,(11:55) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT MIDDLE TO 7-G.EVERETT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,1085,0,0
2023101600,2023-10-16,2,11,50,LAC,DAL,3,8,58,0,0,(11:50) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT LEFT TO 13-K.ALLEN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,1090,0,0
2023101600,2023-10-16,2,11,46,LAC,DAL,4,8,58,0,0,"(11:46) 16-J.SCOTT PUNTS 30 YARDS TO DAL 12, CENTER-47-J.HARRIS, DOWNED BY LAC-45-T.TUIPULOTU.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,42,OPP,0,,0,,0,1094,0,0
2023101600,2023-10-16,2,11,35,LAC,DAL,0,0,100,1,0,TIMEOUT AT 11:35.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1105,0,0
2023101600,2023-10-16,2,11,35,DAL,LAC,1,10,12,0,0,(11:35) 20-T.POLLARD RIGHT GUARD TO DAL 13 FOR 1 YARD (52-K.MACK; 20-D.MARLOWE).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,12,OWN,0,,0,,0,1105,0,0
2023101600,2023-10-16,2,10,57,DAL,LAC,2,9,13,0,0,"(10:57) 4-D.PRESCOTT PASS SHORT MIDDLE TO 20-T.POLLARD TO DAL 12 FOR -1 YARDS (95-N.WILLIAMS). PENALTY ON DAL, ILLEGAL SHIFT, DECLINED.",0,2023,-1,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,1,0,0,,13,OWN,0,DAL,0,ILLEGAL SHIFT,0,1143,0,0
2023101600,2023-10-16,2,10,22,DAL,LAC,3,10,12,0,0,(10:22) (SHOTGUN) 4-D.PRESCOTT PASS SHORT RIGHT TO 3-B.COOKS TO DAL 18 FOR 6 YARDS (9-K.MURRAY).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,12,OWN,0,,0,,0,1178,0,0
2023101600,2023-10-16,2,9,39,DAL,LAC,4,9,13,0,0,"(9:39) 5-B.ANGER PUNTS 55 YARDS TO LAC 32, CENTER-44-T.SIEG, FAIR CATCH BY 12-D.DAVIS.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,13,OWN,0,,0,,0,1221,0,0
2023101600,2023-10-16,2,9,31,LAC,DAL,1,10,32,0,0,(9:31) (SHOTGUN) 30-A.EKELER RIGHT END TO LAC 35 FOR 3 YARDS (90-D.LAWRENCE).,0,2023,3,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,32,OWN,0,,0,,0,1229,0,0
2023101600,2023-10-16,2,9,31,LAC,DAL,0,0,100,1,0,TIMEOUT AT 09:31.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1229,0,0
2023101600,2023-10-16,2,8,49,LAC,DAL,2,7,35,0,0,(8:49) (SHOTGUN) 30-A.EKELER UP THE MIDDLE TO LAC 35 FOR NO GAIN (14-M.BELL).,0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,35,OWN,0,,0,,0,1271,0,0
2023101600,2023-10-16,2,8,14,LAC,DAL,3,7,35,0,0,"(8:14) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE DEEP RIGHT TO 13-K.ALLEN [11-M.PARSONS]. PENALTY ON DAL-56-D.FOWLER, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED AT LAC 35 - NO PLAY.",0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,1,0,0,,35,OWN,1,DAL,1,DEFENSIVE OFFSIDE,5,1306,0,0
2023101600,2023-10-16,2,8,8,LAC,DAL,3,2,40,0,0,"(8:08) (SHOTGUN) 30-A.EKELER UP THE MIDDLE TO LAC 40 FOR NO GAIN (6-D.WILSON, 14-M.BELL).",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,40,OWN,0,,0,,0,1312,0,0
2023101600,2023-10-16,2,7,33,LAC,DAL,4,2,40,0,0,"(7:33) 16-J.SCOTT PUNTS 38 YARDS TO DAL 22, CENTER-47-J.HARRIS, FAIR CATCH BY 9-K.TURPIN.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,1347,0,0
