GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,LA,ARI
2023101510,2023-10-15,2,11,14,LA,ARI,3,5,70,0,0,(11:14) (SHOTGUN) 9-M.STAFFORD SACKED AT LAR 23 FOR -7 YARDS (7-K.WHITE).,0,2023,-7,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,30,OPP,0,,0,,0,6,1126,0,0
2023101510,2023-10-15,2,10,41,LA,ARI,4,12,77,0,0,"(10:41) 42-E.EVANS PUNTS 52 YARDS TO ARI 25, CENTER-47-A.WARD. 83-G.DORTCH TO ARI 41 FOR 16 YARDS (6-T.TOMLINSON).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,6,1159,0,0
2023101510,2023-10-15,2,10,28,LA,ARI,0,0,100,1,0,TIMEOUT AT 10:28.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,6,1172,0,0
2023101510,2023-10-15,2,10,28,ARI,LA,1,10,41,0,0,(10:28) 29-D.WILLIAMS RIGHT GUARD TO 50 FOR 9 YARDS (53-E.JONES; 51-Z.VANVALKENBURG).,0,2023,9,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT GUARD,41,OWN,0,,0,,0,6,1172,0,0
2023101510,2023-10-15,2,9,47,ARI,LA,2,1,100,1,0,"(9:47) 29-D.WILLIAMS UP THE MIDDLE TO LAR 45 FOR 5 YARDS (92-J.WILLIAMS, 51-Z.VANVALKENBURG).",0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,0,OPP,0,,0,,0,6,1213,0,0
2023101510,2023-10-15,2,9,12,ARI,LA,1,10,55,0,0,(9:12) 9-J.DOBBS PASS SHORT LEFT TO 29-D.WILLIAMS TO LAR 37 FOR 8 YARDS (53-E.JONES).,0,2023,8,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,6,1248,0,0
2023101510,2023-10-15,2,8,30,ARI,LA,2,2,63,0,0,(8:30) 30-K.INGRAM RIGHT TACKLE TO LAR 36 FOR 1 YARD (97-M.HOECHT; 92-J.WILLIAMS).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,37,OPP,0,,0,,0,6,1290,0,0
2023101510,2023-10-15,2,7,57,ARI,LA,3,1,64,0,0,(7:57) 9-J.DOBBS UP THE MIDDLE TO LAR 36 FOR NO GAIN (91-K.TURNER; 53-E.JONES).,0,2023,0,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,36,OPP,0,,0,,0,6,1323,0,0
2023101510,2023-10-15,2,7,31,ARI,LA,4,1,64,0,0,"(7:31) 9-J.DOBBS UP THE MIDDLE TO LAR 35 FOR 1 YARD (91-K.TURNER; 99-A.DONALD). PENALTY ON ARI-65-E.WILKINSON, OFFENSIVE OFFSIDE, 4 YARDS, ENFORCED AT LAR 36 - NO PLAY.",0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,CENTER,36,OPP,1,ARI,1,OFFENSIVE OFFSIDE,4,6,1349,0,0
2023101510,2023-10-15,2,7,16,ARI,LA,4,5,60,0,0,(7:16) (SHOTGUN) 9-J.DOBBS PASS INCOMPLETE DEEP RIGHT TO 2-M.BROWN.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,6,1364,0,0
