GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,IND,NO
2023102903,2023-10-29,2,12,58,IND,NO,1,10,83,0,0,(12:58) (SHOTGUN) 21-Z.MOSS UP THE MIDDLE TO NO 12 FOR 5 YARDS (94-C.JORDAN; 93-N.SHEPHERD).,0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,17,OPP,0,,0,,0,1022,0,0
2023102903,2023-10-29,2,12,25,IND,NO,2,5,88,0,0,"(12:25) (SHOTGUN) 21-Z.MOSS LEFT TACKLE TO NO 14 FOR -2 YARDS (56-D.DAVIS, 96-C.GRANDERSON). PENALTY ON NO-96-C.GRANDERSON, FACE MASK, 6 YARDS, ENFORCED AT NO 12 - NO PLAY.",0,2023,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT TACKLE,12,OPP,1,NO,1,FACE MASK,6,1055,0,0
2023102903,2023-10-29,2,12,7,IND,NO,1,6,94,0,0,"(12:07) (SHOTGUN) 21-Z.MOSS LEFT TACKLE TO NO 1 FOR 5 YARDS (23-M.LATTIMORE, 56-D.DAVIS).",0,2023,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,6,OPP,0,,0,,0,1073,0,0
2023102903,2023-10-29,2,11,42,IND,NO,2,1,99,1,0,"(11:42) (NO HUDDLE, SHOTGUN) 21-Z.MOSS UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",0,2023,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,CENTER,1,OPP,0,,0,,0,1098,0,0
2023102903,2023-10-29,2,11,39,NO,IND,0,0,65,1,0,"7-M.GAY KICKS 65 YARDS FROM IND 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1101,0,0
2023102903,2023-10-29,2,11,39,IND,NO,0,0,85,1,0,"7-M.GAY EXTRA POINT IS GOOD, CENTER-46-L.RHODES, HOLDER-8-R.SANCHEZ.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1101,0,0
2023102903,2023-10-29,2,11,39,IND,NO,0,0,100,1,0,TIMEOUT AT 11:39.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1101,0,0
2023102903,2023-10-29,2,11,39,NO,IND,1,10,25,0,0,(11:39) (SHOTGUN) 4-D.CARR PASS SHORT RIGHT TO 12-C.OLAVE TO NO 33 FOR 8 YARDS (38-T.BROWN).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1101,0,0
2023102903,2023-10-29,2,11,2,NO,IND,2,2,33,0,0,"(11:02) PENALTY ON NO-75-A.PEAT, FALSE START, 5 YARDS, ENFORCED AT NO 33 - NO PLAY.",0,2023,0,UNDER CENTER,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,33,OWN,1,NO,1,FALSE START,5,1138,0,0
2023102903,2023-10-29,2,10,49,NO,IND,2,7,28,1,0,(10:49) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 13-M.THOMAS PUSHED OB AT NO 43 FOR 15 YARDS (23-K.MOORE).,0,2023,15,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,1151,0,0
