GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,BUF,TB
2023102600,2023-10-26,2,8,32,TB,BUF,1,18,52,0,0,(8:32) (SHOTGUN) 6-B.MAYFIELD PASS INCOMPLETE SHORT LEFT TO 18-R.JARRETT.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,1288,0,0
2023102600,2023-10-26,2,8,28,TB,BUF,2,18,52,0,0,"(8:28) (SHOTGUN) 6-B.MAYFIELD PASS SHORT LEFT TO 14-C.GODWIN TO BUF 39 FOR 9 YARDS (25-T.DODSON, 21-J.POYER).",0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,1292,0,0
2023102600,2023-10-26,2,7,50,TB,BUF,3,9,61,0,0,(7:50) (SHOTGUN) 6-B.MAYFIELD PASS INCOMPLETE SHORT LEFT TO 13-M.EVANS [97-J.PHILLIPS].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,1330,0,0
2023102600,2023-10-26,2,7,45,TB,BUF,4,9,61,0,0,"(7:45) 4-C.MCLAUGHLIN 57 YARD FIELD GOAL IS GOOD, CENTER-97-Z.TRINER, HOLDER-5-J.CAMARDA.",0,2023,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,,39,OPP,0,,0,,0,1335,0,0
2023102600,2023-10-26,2,7,40,BUF,TB,0,0,65,1,0,"5-J.CAMARDA KICKS 65 YARDS FROM TB 35 TO END ZONE, TOUCHBACK. KICK THROUGH END ZONE.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1340,0,0
2023102600,2023-10-26,2,7,40,BUF,TB,0,0,100,1,0,TIMEOUT AT 07:40.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1340,0,0
2023102600,2023-10-26,2,7,40,BUF,TB,1,10,25,0,0,(7:40) 17-J.ALLEN PASS SHORT MIDDLE INTENDED FOR 86-D.KINCAID INTERCEPTED BY 92-W.GHOLSTON (31-A.WINFIELD) AT BUF 23. 92-W.GHOLSTON TO BUF 23 FOR NO GAIN (60-M.MORSE).,0,2023,0,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,1,0,0,0,0,,25,OWN,0,,0,,0,1340,0,0
2023102600,2023-10-26,2,7,33,TB,BUF,1,10,77,1,0,"(7:33) 6-B.MAYFIELD PASS SHORT LEFT TO 1-R.WHITE TO BUF 3 FOR 20 YARDS (47-C.BENFORD, 21-J.POYER).",0,2023,20,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,23,OPP,0,,0,,0,1347,0,0
2023102600,2023-10-26,2,6,51,TB,BUF,1,3,97,1,0,"(6:51) (SHOTGUN) 6-B.MAYFIELD PASS SHORT MIDDLE TO 14-C.GODWIN FOR 3 YARDS, TOUCHDOWN.",0,2023,3,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,3,OPP,0,,0,,0,1389,0,0
2023102600,2023-10-26,2,6,46,BUF,TB,0,0,100,1,0,TIMEOUT AT 06:46.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1394,0,0
