GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CHI,ATL
2023123103,2023-12-31,2,7,41,CHI,ATL,1,10,64,0,0,(7:41) (SHOTGUN) 1-J.FIELDS PASS INCOMPLETE SHORT LEFT TO 35-K.BLASINGAME.,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,1339,0,0
2023123103,2023-12-31,2,7,37,CHI,ATL,2,10,64,1,0,(7:37) 1-J.FIELDS PASS SHORT LEFT TO 18-R.TONYAN TO ATL 12 FOR 24 YARDS (3-J.BATES) [96-Z.HARRISON].,0,2023,24,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,36,OPP,0,,0,,0,1343,0,0
2023123103,2023-12-31,2,6,52,CHI,ATL,1,10,88,0,0,(6:52) 24-K.HERBERT LEFT TACKLE TO ATL 8 FOR 4 YARDS (17-A.EBIKETIE).,0,2023,4,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,12,OPP,0,,0,,0,1388,0,0
2023123103,2023-12-31,2,6,12,CHI,ATL,2,6,92,0,0,"(6:12) (SHOTGUN) 1-J.FIELDS PASS SHORT LEFT TO 24-K.HERBERT TO ATL 3 FOR 5 YARDS (55-K.ELLISS, 3-J.BATES).",0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,8,OPP,0,,0,,0,1428,0,0
2023123103,2023-12-31,2,5,23,CHI,ATL,3,1,97,0,0,"(5:23) (SHOTGUN) 75-L.BOROM REPORTED IN AS ELIGIBLE.  23-R.JOHNSON LEFT GUARD TO ATL 3 FOR NO GAIN (55-K.ELLISS, 95-T.GRAHAM). ATL-94-A.HUGGINS WAS INJURED DURING THE PLAY.  OFFICIAL MEASUREMENT.",0,2023,0,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,3,OPP,0,,0,,0,1477,0,0
2023123103,2023-12-31,2,4,54,CHI,ATL,4,1,97,1,0,(4:54) 1-J.FIELDS UP THE MIDDLE TO ATL 2 FOR 1 YARD (3-J.BATES).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,3,OPP,0,,0,,0,1506,0,0
2023123103,2023-12-31,2,4,6,CHI,ATL,1,2,98,1,0,"(4:06) (SHOTGUN) 23-R.JOHNSON RIGHT GUARD FOR 2 YARDS, TOUCHDOWN.",0,2023,2,SHOTGUN,RUSH,1,0,0,1,,0,0,0,,0,0,0,0,0,RIGHT GUARD,2,OPP,0,,0,,0,1554,0,0
2023123103,2023-12-31,2,4,2,ATL,CHI,1,10,25,0,0,(4:02) (SHOTGUN) 4-T.HEINICKE PASS INCOMPLETE DEEP LEFT TO 5-D.LONDON [95-D.WALKER].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1558,0,0
2023123103,2023-12-31,2,4,2,CHI,ATL,0,0,100,1,0,TIMEOUT AT 04:02.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1558,0,0
2023123103,2023-12-31,2,4,2,ATL,CHI,0,0,65,1,0,"16-T.GILL KICKS 65 YARDS FROM CHI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1558,0,0
