GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Duration,CHI,DEN
2023100103,2023-10-01,2,7,35,CHI,DEN,1,10,60,1,0,(7:35) (SHOTGUN) 1-J.FIELDS PASS SHORT RIGHT TO 85-C.KMET TO DEN 18 FOR 22 YARDS (32-D.TURNER-YELL).,0,2023,22,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,1345,0,0
2023100103,2023-10-01,2,6,57,CHI,DEN,1,10,82,0,0,(6:57) 24-K.HERBERT RIGHT TACKLE TO DEN 13 FOR 5 YARDS (27-D.MATHIS).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,18,OPP,0,,0,,0,1383,0,0
2023100103,2023-10-01,2,6,21,CHI,DEN,2,5,87,0,0,"(6:21) 1-J.FIELDS PASS INCOMPLETE SHORT LEFT TO 85-C.KMET. PENALTY ON DEN-22-K.JACKSON, DEFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT DEN 13 - NO PLAY.",0,2023,0,UNDER CENTER,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,0,1,0,0,,13,OPP,1,DEN,1,DEFENSIVE PASS INTERFERENCE,10,1419,0,0
2023100103,2023-10-01,2,6,15,CHI,DEN,1,3,97,1,0,"(6:15) 1-J.FIELDS PASS SHORT RIGHT TO 85-C.KMET FOR 3 YARDS, TOUCHDOWN.",0,2023,3,UNDER CENTER,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,,3,OPP,0,,0,,0,1425,0,0
2023100103,2023-10-01,2,6,8,DEN,CHI,1,10,25,0,0,(6:08) 3-R.WILSON PASS SHORT LEFT TO 14-C.SUTTON TO DEN 31 FOR 6 YARDS (29-T.STEVENSON).,0,2023,6,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,25,OWN,0,,0,,0,1432,0,0
2023100103,2023-10-01,2,6,8,CHI,DEN,0,0,100,1,0,TIMEOUT AT 06:08.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1432,0,0
2023100103,2023-10-01,2,6,8,DEN,CHI,0,0,65,1,0,"8-C.SANTOS KICKS 65 YARDS FROM CHI 35 TO END ZONE, TOUCHBACK.",0,2023,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OPP,0,,0,,0,1432,0,0
2023100103,2023-10-01,2,6,8,CHI,DEN,0,0,85,1,0,"8-C.SANTOS EXTRA POINT IS GOOD, CENTER-48-P.SCALES, HOLDER-16-T.GILL.",0,2023,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OPP,0,,0,,0,1432,0,0
2023100103,2023-10-01,2,5,34,DEN,CHI,2,4,31,1,0,(5:34) 25-S.PERINE LEFT GUARD TO DEN 36 FOR 5 YARDS (93-JU.JONES; 53-T.EDWARDS).,0,2023,5,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,31,OWN,0,,0,,0,1466,0,0
2023100103,2023-10-01,2,5,0,DEN,CHI,1,10,36,0,0,"(5:00) 3-R.WILSON PASS SHORT RIGHT TO 45-N.ADKINS TO DEN 38 FOR 2 YARDS (32-T.SMITH, 53-T.EDWARDS).",0,2023,2,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,36,OWN,0,,0,,0,1500,0,0
2023100103,2023-10-01,2,4,18,DEN,CHI,2,8,38,0,0,(4:18) 38-J.MCLAUGHLIN RIGHT END TO DEN 39 FOR 1 YARD (53-T.EDWARDS).,0,2023,1,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT END,38,OWN,0,,0,,0,1542,0,0
2023100103,2023-10-01,2,4,18,DEN,CHI,0,0,100,1,0,TIMEOUT #3 BY DEN AT 04:18.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,1542,0,0
2023100103,2023-10-01,2,3,40,DEN,CHI,3,7,39,0,0,"(3:40) (SHOTGUN) PENALTY ON DEN-79-L.CUSHENBERRY, FALSE START, 5 YARDS, ENFORCED AT DEN 39 - NO PLAY.",0,2023,0,SHOTGUN,NO PLAY,0,0,0,0,,0,0,0,,0,0,1,0,0,,39,OWN,1,DEN,1,FALSE START,5,1580,0,0
2023100103,2023-10-01,2,3,19,DEN,CHI,3,12,34,0,0,(3:19) (SHOTGUN) 3-R.WILSON SCRAMBLES RIGHT GUARD TO DEN 44 FOR 10 YARDS (49-T.EDMUNDS).,0,2023,10,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,34,OWN,0,,0,,0,1601,0,0
2023100103,2023-10-01,2,2,36,DEN,CHI,4,2,44,0,0,"(2:36) 9-R.DIXON PUNTS 40 YARDS TO CHI 16, CENTER-48-M.FRABONI, FAIR CATCH BY 15-T.TAYLOR.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,1644,0,0
