GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,NYG,SEA
2023100200,2023-10-02,2,14,51,NYG,SEA,1,10,10,0,0,(14:51) (SHOTGUN) 8-D.JONES UP THE MIDDLE TO NYG 12 FOR 2 YARDS (54-B.WAGNER).,0,2023,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,10,OWN,0,,0,,0,4,909,0,0
2023100200,2023-10-02,2,14,17,NYG,SEA,2,8,12,0,0,"(14:17) (SHOTGUN) 31-M.BREIDA LEFT GUARD TO NYG 16 FOR 4 YARDS (55-D.JONES, 54-B.WAGNER).",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT GUARD,12,OWN,0,,0,,0,4,943,0,0
2023100200,2023-10-02,2,13,56,NYG,SEA,3,4,16,1,0,"(13:56) (NO HUDDLE, SHOTGUN) 8-D.JONES PASS DEEP LEFT TO 31-M.BREIDA TO NYG 38 FOR 22 YARDS (21-D.WITHERSPOON).",0,2023,22,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,4,964,0,0
2023100200,2023-10-02,2,13,17,NYG,SEA,1,10,38,0,0,(13:17) (SHOTGUN) 31-M.BREIDA UP THE MIDDLE TO NYG 42 FOR 4 YARDS (10-U.NWOSU).,0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,38,OWN,0,,0,,0,4,1003,0,0
2023100200,2023-10-02,2,12,55,NYG,SEA,2,6,42,0,0,"(12:55) (NO HUDDLE, SHOTGUN) 31-M.BREIDA LEFT END TO NYG 37 FOR -5 YARDS (55-D.JONES, 56-J.BROOKS).",0,2023,-5,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT END,42,OWN,0,,0,,0,4,1025,0,0
2023100200,2023-10-02,2,12,9,NYG,SEA,3,11,37,0,0,(12:09) (SHOTGUN) 8-D.JONES PASS INCOMPLETE SHORT RIGHT [58-D.HALL].,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,4,1071,0,0
2023100200,2023-10-02,2,12,1,NYG,SEA,4,11,37,0,0,"(12:01) 6-J.GILLAN PUNTS 46 YARDS TO SEA 17, CENTER-59-C.KREITER, FAIR CATCH BY 31-D.DALLAS. PENALTY ON NYG-52-C.COUGHLIN, INELIGIBLE DOWNFIELD KICK, 5 YARDS, ENFORCED AT SEA 17.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,1,0,0,,37,OWN,1,NYG,0,INELIGIBLE DOWNFIELD KICK,5,4,1079,0,0
2023100200,2023-10-02,2,11,54,SEA,NYG,1,10,22,1,0,(11:54) (SHOTGUN) 7-G.SMITH PASS SHORT LEFT TO 14-D.METCALF TO SEA 38 FOR 16 YARDS (25-D.BANKS).,0,2023,16,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,22,OWN,0,,0,,0,4,1086,0,0
2023100200,2023-10-02,2,11,54,NYG,SEA,0,0,100,1,0,TIMEOUT AT 11:54.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,4,1086,0,0
2023100200,2023-10-02,2,11,19,SEA,NYG,1,10,38,0,0,"(11:19) (SHOTGUN) 26-Z.CHARBONNET LEFT TACKLE TO SEA 42 FOR 4 YARDS (27-J.PINNOCK; 98-D.DAVIDSON). PENALTY ON SEA-84-C.PARKINSON, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT SEA 38 - NO PLAY.",0,2023,4,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,1,0,0,LEFT TACKLE,38,OWN,1,SEA,1,OFFENSIVE HOLDING,10,4,1121,0,0
2023100200,2023-10-02,2,10,49,SEA,NYG,1,20,28,0,0,(10:49) (SHOTGUN) 7-G.SMITH PASS SHORT LEFT TO 26-Z.CHARBONNET TO SEA 37 FOR 9 YARDS (51-A.OJULARI).,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,28,OWN,0,,0,,0,4,1151,0,0
2023100200,2023-10-02,2,10,5,SEA,NYG,2,11,37,0,0,(10:05) (SHOTGUN) 7-G.SMITH PASS SHORT MIDDLE TO 7-G.SMITH PUSHED OB AT SEA 35 FOR -2 YARDS (19-I.SIMMONS). BALL BATTED BY 98-D.DAVIDSON.,0,2023,-2,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,37,OWN,0,,0,,0,4,1195,0,0
2023100200,2023-10-02,2,9,32,SEA,NYG,0,0,100,1,0,TIMEOUT #1 BY SEA AT 09:32.,0,2023,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,4,1228,0,0
2023100200,2023-10-02,2,9,32,SEA,NYG,3,13,35,0,0,(9:32) (SHOTGUN) 7-G.SMITH PASS INCOMPLETE SHORT RIGHT TO 11-J.SMITH-NJIGBA (5-K.THIBODEAUX).,0,2023,0,SHOTGUN,PASS,0,1,1,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,4,1228,0,0
2023100200,2023-10-02,2,9,28,SEA,NYG,4,13,35,0,0,"(9:28) 4-M.DICKSON PUNTS 63 YARDS TO NYG 2, CENTER-41-C.STOLL, DOWNED BY SEA-28-K.KELLY.",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,35,OWN,0,,0,,0,4,1232,0,0
2023100200,2023-10-02,2,9,16,NYG,SEA,0,0,100,1,0,TIMEOUT AT 09:16.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,4,1244,0,0
2023100200,2023-10-02,2,9,16,NYG,SEA,1,10,2,0,0,(9:16) 31-M.BREIDA UP THE MIDDLE TO NYG 5 FOR 3 YARDS (58-D.HALL).,0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,CENTER,2,OWN,0,,0,,0,4,1244,0,0
2023100200,2023-10-02,2,8,42,NYG,SEA,2,7,5,1,0,(8:42) (SHOTGUN) 8-D.JONES PASS SHORT RIGHT TO 18-I.HODGINS TO NYG 16 FOR 11 YARDS (20-J.LOVE; 21-D.WITHERSPOON).,0,2023,11,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,5,OWN,0,,0,,0,4,1278,0,0
2023100200,2023-10-02,2,8,8,NYG,SEA,1,10,16,0,0,(8:08) (SHOTGUN) 8-D.JONES PASS SHORT LEFT TO 0-P.CAMPBELL PUSHED OB AT NYG 21 FOR 5 YARDS (6-Q.DIGGS).,0,2023,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,16,OWN,0,,0,,0,4,1312,0,0
2023100200,2023-10-02,2,7,54,NYG,SEA,2,5,21,0,0,(7:54) (SHOTGUN) 31-M.BREIDA LEFT TACKLE TO NYG 22 FOR 1 YARD (10-U.NWOSU; 54-B.WAGNER).,0,2023,1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,LEFT TACKLE,21,OWN,0,,0,,0,4,1326,0,0
2023100200,2023-10-02,2,7,14,NYG,SEA,3,4,22,1,0,(7:14) (SHOTGUN) 8-D.JONES PASS SHORT RIGHT TO 31-M.BREIDA RAN OB AT NYG 44 FOR 22 YARDS (6-Q.DIGGS).,0,2023,22,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,22,OWN,0,,0,,0,4,1366,0,0
2023100200,2023-10-02,2,6,45,NYG,SEA,1,10,44,0,0,"(6:45) (NO HUDDLE, SHOTGUN) 23-G.BRIGHTWELL RIGHT TACKLE TO NYG 45 FOR 1 YARD (21-D.WITHERSPOON).",0,2023,1,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,44,OWN,0,,0,,0,4,1395,0,0
2023100200,2023-10-02,2,6,24,NYG,SEA,2,9,45,0,0,"(6:24) (NO HUDDLE, SHOTGUN) 8-D.JONES PASS SHORT LEFT TO 18-I.HODGINS TO SEA 48 FOR 7 YARDS (27-T.WOOLEN).",0,2023,7,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,4,1416,0,0
2023100200,2023-10-02,2,5,46,NYG,SEA,3,2,52,1,0,(5:46) (SHOTGUN) 8-D.JONES PASS SHORT LEFT TO 17-W.ROBINSON RAN OB AT SEA 40 FOR 8 YARDS (27-T.WOOLEN).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,4,1454,0,0
2023100200,2023-10-02,2,5,14,NYG,SEA,1,10,60,0,0,(5:14) (SHOTGUN) 0-P.CAMPBELL SACKED AT SEA 48 FOR -8 YARDS (21-D.WITHERSPOON). 8-D.JONES LATERALS TO 0-P.CAMPBELL WHO LOOKS TO THROW AND GETS SACKED.,0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,40,OPP,0,,0,,0,4,1486,0,0
2023100200,2023-10-02,2,4,30,NYG,SEA,2,18,52,0,0,(4:30) (SHOTGUN) 8-D.JONES PASS SHORT RIGHT TO 13-J.HYATT TO SEA 45 FOR 3 YARDS (20-J.LOVE).,0,2023,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,,48,OPP,0,,0,,0,4,1530,0,0
2023100200,2023-10-02,2,3,51,NYG,SEA,3,15,55,0,0,(3:51) (SHOTGUN) 8-D.JONES PASS SHORT LEFT TO 0-P.CAMPBELL TO SEA 37 FOR 8 YARDS (54-B.WAGNER).,0,2023,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,45,OPP,0,,0,,0,4,1569,0,0
