GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,NextScore,Description,TeamWin,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Week,Duration,PHI,WAS
2023100108,2023-10-01,2,9,36,WAS,PHI,2,10,21,0,0,(9:36) (SHOTGUN) 14-S.HOWELL PASS SHORT LEFT TO 4-C.SAMUEL TO WAS 23 FOR 2 YARDS (41-N.MORROW).,0,2023,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,21,OWN,0,,0,,0,4,1224,0,0
2023100108,2023-10-01,2,8,54,WAS,PHI,3,8,23,0,0,(8:54) (SHOTGUN) 14-S.HOWELL SACKED AT WAS 15 FOR -8 YARDS (41-N.MORROW).,0,2023,-8,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,23,OWN,0,,0,,0,4,1266,0,0
2023100108,2023-10-01,2,8,5,WAS,PHI,4,16,15,0,0,"(8:05) 5-T.WAY PUNTS 49 YARDS TO PHI 36, CENTER-54-C.CHEESEMAN. 18-B.COVEY TO PHI 43 FOR 7 YARDS (20-J.MARTIN, 51-D.MAYO).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,15,OWN,0,,0,,0,4,1315,0,0
2023100108,2023-10-01,2,7,53,PHI,WAS,1,10,43,0,0,(7:53) (SHOTGUN) 1-J.HURTS SCRAMBLES RIGHT END TO PHI 45 FOR 2 YARDS (25-B.ST-JUSTE).,0,2023,2,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,,43,OWN,0,,0,,0,4,1327,0,0
2023100108,2023-10-01,2,7,53,PHI,WAS,0,0,100,1,0,TIMEOUT AT 07:53.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,4,1327,0,0
2023100108,2023-10-01,2,7,5,PHI,WAS,2,8,45,0,0,(7:05) (SHOTGUN) 1-J.HURTS SACKED AT PHI 40 FOR -5 YARDS (99-C.YOUNG).,0,2023,-5,SHOTGUN,SACK,0,0,0,0,,1,0,0,,0,0,0,0,0,,45,OWN,0,,0,,0,4,1375,0,0
2023100108,2023-10-01,2,6,24,PHI,WAS,3,13,40,0,0,(6:24) (SHOTGUN) 1-J.HURTS PASS INCOMPLETE DEEP LEFT TO 6-D.SMITH.,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP LEFT,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,4,1416,0,0
2023100108,2023-10-01,2,6,17,PHI,WAS,4,13,40,0,0,"(6:17) 10-B.MANN PUNTS 48 YARDS TO WAS 12, CENTER-45-R.LOVATO. 83-J.CROWDER TO WAS 26 FOR 14 YARDS (26-T.EDMUNDS).",0,2023,0,PUNT,PUNT,0,0,0,0,,0,0,0,,0,0,0,0,0,,40,OWN,0,,0,,0,4,1423,0,0
2023100108,2023-10-01,2,6,6,WAS,PHI,1,10,26,0,0,(6:06) (SHOTGUN) 14-S.HOWELL PASS SHORT LEFT TO 1-J.DOTSON RAN OB AT WAS 35 FOR 9 YARDS.,0,2023,9,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,,26,OWN,0,,0,,0,4,1434,0,0
2023100108,2023-10-01,2,6,6,PHI,WAS,0,0,100,1,0,TIMEOUT AT 06:06.,0,2023,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,OPP,0,,0,,0,4,1434,0,0
2023100108,2023-10-01,2,5,33,WAS,PHI,2,1,35,1,0,"(5:33) 8-B.ROBINSON RIGHT TACKLE TO WAS 38 FOR 3 YARDS (91-F.COX, 94-J.SWEAT).",0,2023,3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,RIGHT TACKLE,35,OWN,0,,0,,0,4,1467,0,0
2023100108,2023-10-01,2,4,56,WAS,PHI,1,10,38,0,0,(4:56) (SHOTGUN) 14-S.HOWELL PASS SHORT MIDDLE TO 82-L.THOMAS TO WAS 44 FOR 6 YARDS (32-R.BLANKENSHIP).,0,2023,6,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,,38,OWN,0,,0,,0,4,1504,0,0
2023100108,2023-10-01,2,4,19,WAS,PHI,2,4,44,0,0,(4:19) (SHOTGUN) 14-S.HOWELL PASS INCOMPLETE DEEP MIDDLE TO 17-T.MCLAURIN [93-M.WILLIAMS].,0,2023,0,SHOTGUN,PASS,0,1,1,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,,44,OWN,0,,0,,0,4,1541,0,0
